# ticks_per_quarter,480
# meta,0,29520,meta_05,Hal
# meta,0,29640,meta_05,le
# meta,0,29760,meta_05,lu
# meta,0,30000,meta_05,jah! 
# meta,0,36240,meta_05,Hal
# meta,0,36360,meta_05,le
# meta,0,36480,meta_05,lu
# meta,0,36720,meta_05,jah! 
# meta,0,37200,meta_05,Hal
# meta,0,37320,meta_05,le
# meta,0,37440,meta_05,lu
# meta,0,37680,meta_05,jah! 
# meta,0,38160,meta_05,Hal
# meta,0,38280,meta_05,le
# meta,0,38400,meta_05,lu
# meta,0,38640,meta_05,jah! 
# meta,0,39120,meta_05,Hal
# meta,0,39240,meta_05,le
# meta,0,39360,meta_05,lu
# meta,0,39600,meta_05,jah! 
# meta,0,40320,meta_05,for 
# meta,0,41280,meta_05,the 
# meta,0,41760,meta_05,Lord 
# meta,0,42240,meta_05,God 
# meta,0,42480,meta_05,Om
# meta,0,42720,meta_05,ni
# meta,0,43440,meta_05,po
# meta,0,43680,meta_05,tent 
# meta,0,44160,meta_05,reign
# meta,0,45120,meta_05,eth. 
# meta,0,45840,meta_05,Hal
# meta,0,45960,meta_05,le
# meta,0,46080,meta_05,lu
# meta,0,46320,meta_05,jah! 
# meta,0,46800,meta_05,Hal
# meta,0,46920,meta_05,le
# meta,0,47040,meta_05,lu
# meta,0,47280,meta_05,jah! 
# meta,0,47400,meta_05,Hal
# meta,0,47520,meta_05,le
# meta,0,47760,meta_05,lu
# meta,0,48000,meta_05,jah! 
# meta,0,48720,meta_05,Hal
# meta,0,48840,meta_05,le
# meta,0,48960,meta_05,lu
# meta,0,49200,meta_05,jah! 
# meta,0,49680,meta_05,Hal
# meta,0,49920,meta_05,le
# meta,0,50400,meta_05,lu
# meta,0,50880,meta_05,jah! 
# meta,0,51120,meta_05,Hal
# meta,0,51240,meta_05,le
# meta,0,51360,meta_05,lu
# meta,0,51600,meta_05,jah! 
# meta,0,52080,meta_05,Hal
# meta,0,52200,meta_05,le
# meta,0,52320,meta_05,lu
# meta,0,52560,meta_05,jah! 
# meta,0,53040,meta_05,Hal
# meta,0,53160,meta_05,le
# meta,0,53280,meta_05,lu
# meta,0,53520,meta_05,jah! 
# meta,0,54000,meta_05,Hal
# meta,0,54120,meta_05,le
# meta,0,54240,meta_05,lu
# meta,0,54480,meta_05,jah! 
# meta,0,54960,meta_05,Hal
# meta,0,55080,meta_05,le
# meta,0,55200,meta_05,lu
# meta,0,55440,meta_05,jah! 
# meta,0,55920,meta_05,Hal
# meta,0,56040,meta_05,le
# meta,0,56160,meta_05,lu
# meta,0,56400,meta_05,jah! 
# meta,0,56880,meta_05,Hal
# meta,0,57000,meta_05,le
# meta,0,57120,meta_05,lu
# meta,0,57360,meta_05,jah! 
# meta,0,57480,meta_05,Hal
# meta,0,57600,meta_05,le
# meta,0,58080,meta_05,lu
# meta,0,58560,meta_05,jah! 
# meta,0,59040,meta_05,Hal
# meta,0,59520,meta_05,le
# meta,0,60000,meta_05,lu
# meta,0,60480,meta_05,jah! 
# meta,0,62880,meta_05,The 
# meta,0,63360,meta_05,king
# meta,0,63840,meta_05,dom 
# meta,0,64320,meta_05,of 
# meta,0,64800,meta_05,this 
# meta,0,65280,meta_05,world 
# meta,0,68160,meta_05,is 
# meta,0,68640,meta_05,be
# meta,0,69120,meta_05,come 
# meta,0,70560,meta_05,the 
# meta,0,71040,meta_05,King
# meta,0,71520,meta_05,dom 
# meta,0,72000,meta_05,of 
# meta,0,72480,meta_05,our 
# meta,0,72960,meta_05,Lord 
# meta,0,73680,meta_05,and 
# meta,0,73920,meta_05,of 
# meta,0,74400,meta_05,His 
# meta,0,74880,meta_05,Christ, 
# meta,0,75600,meta_05,and 
# meta,0,75840,meta_05,of 
# meta,0,76320,meta_05,His 
# meta,0,76800,meta_05,Christ; 
# meta,0,91680,meta_05,and 
# meta,0,92160,meta_05,He 
# meta,0,92640,meta_05,shall 
# meta,0,93120,meta_05,reign 
# meta,0,93600,meta_05,for 
# meta,0,94080,meta_05,ev
# meta,0,94560,meta_05,er 
# meta,0,94800,meta_05,and 
# meta,0,95040,meta_05,ev
# meta,0,96000,meta_05,er. 
# meta,0,96960,meta_05,King 
# meta,0,97440,meta_05,of 
# meta,0,97920,meta_05,Kings, 
# meta,0,102240,meta_05,and 
# meta,0,102720,meta_05,Lord 
# meta,0,103200,meta_05,of 
# meta,0,103680,meta_05,Lords, 
# meta,0,108480,meta_05,King 
# meta,0,108960,meta_05,of 
# meta,0,109440,meta_05,Kings, 
# meta,0,113760,meta_05,and 
# meta,0,114240,meta_05,Lord 
# meta,0,114720,meta_05,of 
# meta,0,115200,meta_05,Lords, 
# meta,0,120000,meta_05,King 
# meta,0,120480,meta_05,of 
# meta,0,120960,meta_05,Kings, 
# meta,0,125520,meta_05,and 
# meta,0,125760,meta_05,Lord 
# meta,0,126240,meta_05,of 
# meta,0,126720,meta_05,Lords, 
# meta,0,129360,meta_05,and 
# meta,0,129600,meta_05,Lord 
# meta,0,130080,meta_05,of 
# meta,0,130560,meta_05,Lords, 
# meta,0,131760,meta_05,and 
# meta,0,132000,meta_05,He 
# meta,0,132240,meta_05,shall 
# meta,0,132480,meta_05,reign, 
# meta,0,135840,meta_05,and 
# meta,0,136320,meta_05,He 
# meta,0,136800,meta_05,shall 
# meta,0,137280,meta_05,reign 
# meta,0,137760,meta_05,for 
# meta,0,138240,meta_05,ev
# meta,0,138720,meta_05,er 
# meta,0,138960,meta_05,and 
# meta,0,139200,meta_05,ev
# meta,0,140160,meta_05,er, 
# meta,0,142800,meta_05,for 
# meta,0,143040,meta_05,ev
# meta,0,143280,meta_05,er 
# meta,0,143760,meta_05,and 
# meta,0,144000,meta_05,ev
# meta,0,144240,meta_05,er, 
# meta,0,146640,meta_05,Hal
# meta,0,146760,meta_05,le
# meta,0,146880,meta_05,lu
# meta,0,147120,meta_05,jah! 
# meta,0,147600,meta_05,Hal
# meta,0,147720,meta_05,le
# meta,0,147840,meta_05,lu
# meta,0,148080,meta_05,jah! 
# meta,0,148560,meta_05,and 
# meta,0,148800,meta_05,He 
# meta,0,149280,meta_05,shall 
# meta,0,149760,meta_05,reign 
# meta,0,150240,meta_05,for 
# meta,0,150720,meta_05,ev
# meta,0,151200,meta_05,er, 
# meta,0,151440,meta_05,for 
# meta,0,151680,meta_05,ev
# meta,0,152160,meta_05,er 
# meta,0,152400,meta_05,and 
# meta,0,152640,meta_05,ev
# meta,0,153600,meta_05,er, 
# meta,0,154560,meta_05,King 
# meta,0,155040,meta_05,of 
# meta,0,155520,meta_05,Kings, 
# meta,0,156240,meta_05,and 
# meta,0,156480,meta_05,Lord 
# meta,0,156960,meta_05,of 
# meta,0,157440,meta_05,Lords, 
# meta,0,158400,meta_05,King 
# meta,0,158880,meta_05,of 
# meta,0,159360,meta_05,Kings, 
# meta,0,160080,meta_05,and 
# meta,0,160320,meta_05,Lord 
# meta,0,160800,meta_05,of 
# meta,0,161280,meta_05,Lords, 
# meta,0,162720,meta_05,and 
# meta,0,163200,meta_05,He 
# meta,0,163680,meta_05,shall 
# meta,0,164160,meta_05,reign 
# meta,0,164640,meta_05,for 
# meta,0,165120,meta_05,ev
# meta,0,165600,meta_05,er 
# meta,0,165840,meta_05,and 
# meta,0,166080,meta_05,ev
# meta,0,167040,meta_05,er, 
# meta,0,168000,meta_05,King 
# meta,0,168480,meta_05,of 
# meta,0,168960,meta_05,Kings, 
# meta,0,169680,meta_05,and 
# meta,0,169920,meta_05,Lord 
# meta,0,170400,meta_05,of 
# meta,0,170880,meta_05,Lords. 
# meta,0,171600,meta_05,Hal
# meta,0,171720,meta_05,le
# meta,0,171840,meta_05,lu
# meta,0,172080,meta_05,jah! 
# meta,0,172560,meta_05,Hal
# meta,0,172680,meta_05,le
# meta,0,172800,meta_05,lu
# meta,0,173040,meta_05,jah! 
# meta,0,173520,meta_05,Hal
# meta,0,173640,meta_05,le
# meta,0,173760,meta_05,lu
# meta,0,174000,meta_05,jah! 
# meta,0,174480,meta_05,Hal
# meta,0,174600,meta_05,le
# meta,0,174720,meta_05,lu
# meta,0,174960,meta_05,jah! 
# meta,0,175200,tempo,500000
# meta,0,177120,tempo,600000
# meta,0,178080,tempo,1200000
# meta,0,178080,meta_05,Hal
# meta,0,178560,meta_05,le
# meta,0,180000,meta_05,lu
# meta,0,180480,meta_05,jah! 
# meta,1,0,meta_03,Alto
# meta,1,5760,meta_05,Hal
# meta,1,6480,meta_05,le
# meta,1,6720,meta_05,lu
# meta,1,6960,meta_05,jah! 
# meta,1,7680,meta_05,Hal
# meta,1,8400,meta_05,le
# meta,1,8640,meta_05,lu
# meta,1,8880,meta_05,jah! 
# meta,1,9360,meta_05,Hal
# meta,1,9480,meta_05,le
# meta,1,9600,meta_05,lu
# meta,1,9840,meta_05,jah! 
# meta,1,10320,meta_05,Hal
# meta,1,10440,meta_05,le
# meta,1,10560,meta_05,lu
# meta,1,10800,meta_05,jah! 
# meta,1,11280,meta_05,Hal
# meta,1,11520,meta_05,le
# meta,1,12240,meta_05,lu
# meta,1,12480,meta_05,jah! 
# meta,1,13440,meta_05,Hal
# meta,1,14160,meta_05,le
# meta,1,14400,meta_05,lu
# meta,1,14640,meta_05,jah! 
# meta,1,15360,meta_05,Hal
# meta,1,16080,meta_05,le
# meta,1,16320,meta_05,lu
# meta,1,16560,meta_05,jah! 
# meta,1,17040,meta_05,Hal
# meta,1,17160,meta_05,le
# meta,1,17280,meta_05,lu
# meta,1,17520,meta_05,jah! 
# meta,1,18000,meta_05,Hal
# meta,1,18120,meta_05,le
# meta,1,18240,meta_05,lu
# meta,1,18480,meta_05,jah! 
# meta,1,18960,meta_05,Hal
# meta,1,19200,meta_05,le
# meta,1,19920,meta_05,lu
# meta,1,20160,meta_05,jah! 
# meta,1,21120,meta_05,for 
# meta,1,22080,meta_05,the 
# meta,1,22560,meta_05,Lord 
# meta,1,23040,meta_05,God 
# meta,1,23280,meta_05,Om
# meta,1,23520,meta_05,ni
# meta,1,24240,meta_05,po
# meta,1,24480,meta_05,tent 
# meta,1,24960,meta_05,reign
# meta,1,25920,meta_05,eth. 
# meta,1,26640,meta_05,Hal
# meta,1,26760,meta_05,le
# meta,1,26880,meta_05,lu
# meta,1,27120,meta_05,jah! 
# meta,1,27600,meta_05,Hal
# meta,1,27720,meta_05,le
# meta,1,27840,meta_05,lu
# meta,1,28080,meta_05,jah! 
# meta,1,28560,meta_05,Hal
# meta,1,28680,meta_05,le
# meta,1,28800,meta_05,lu
# meta,1,29040,meta_05,jah! 
# meta,1,29520,meta_05,Hal
# meta,1,29640,meta_05,le
# meta,1,29760,meta_05,lu
# meta,1,30000,meta_05,jah! 
# meta,1,30720,meta_05,for 
# meta,1,31680,meta_05,the 
# meta,1,32160,meta_05,Lord 
# meta,1,32640,meta_05,God 
# meta,1,32880,meta_05,Om
# meta,1,33120,meta_05,ni
# meta,1,33840,meta_05,po
# meta,1,34080,meta_05,tent 
# meta,1,34560,meta_05,reign
# meta,1,35520,meta_05,eth. 
# meta,1,36240,meta_05,Hal
# meta,1,36360,meta_05,le
# meta,1,36480,meta_05,lu
# meta,1,36720,meta_05,jah! 
# meta,1,37200,meta_05,Hal
# meta,1,37320,meta_05,le
# meta,1,37440,meta_05,lu
# meta,1,37680,meta_05,jah! 
# meta,1,38160,meta_05,Hal
# meta,1,38280,meta_05,le
# meta,1,38400,meta_05,lu
# meta,1,38640,meta_05,jah! 
# meta,1,39120,meta_05,Hal
# meta,1,39240,meta_05,le
# meta,1,39360,meta_05,lu
# meta,1,39600,meta_05,jah! 
# meta,1,43920,meta_05,Hal
# meta,1,44040,meta_05,le
# meta,1,44160,meta_05,lu
# meta,1,44400,meta_05,jah! 
# meta,1,44520,meta_05,Hal
# meta,1,44640,meta_05,le
# meta,1,44880,meta_05,lu
# meta,1,45120,meta_05,jah! 
# meta,1,45360,meta_05,Hal
# meta,1,45480,meta_05,le
# meta,1,45600,meta_05,lu
# meta,1,45840,meta_05,jah! 
# meta,1,46320,meta_05,Hal
# meta,1,46440,meta_05,le
# meta,1,46560,meta_05,lu
# meta,1,46800,meta_05,jah! 
# meta,1,47280,meta_05,Hal
# meta,1,47520,meta_05,le
# meta,1,47760,meta_05,lu
# meta,1,48000,meta_05,jah! 
# meta,1,48720,meta_05,Hal
# meta,1,48840,meta_05,le
# meta,1,48960,meta_05,lu
# meta,1,49200,meta_05,jah! 
# meta,1,49320,meta_05,Hal
# meta,1,49440,meta_05,le
# meta,1,50400,meta_05,lu
# meta,1,50880,meta_05,jah! 
# meta,1,51600,meta_05,Hal
# meta,1,51720,meta_05,le
# meta,1,51840,meta_05,lu
# meta,1,52080,meta_05,jah! 
# meta,1,52560,meta_05,Hal
# meta,1,52680,meta_05,le
# meta,1,52800,meta_05,lu
# meta,1,53040,meta_05,jah! 
# meta,1,53760,meta_05,for 
# meta,1,54720,meta_05,the 
# meta,1,55200,meta_05,Lord 
# meta,1,55680,meta_05,God 
# meta,1,55920,meta_05,Om
# meta,1,56160,meta_05,ni
# meta,1,56880,meta_05,po
# meta,1,57120,meta_05,tent 
# meta,1,57600,meta_05,reign
# meta,1,58560,meta_05,eth. 
# meta,1,58800,meta_05,Hal
# meta,1,58920,meta_05,le
# meta,1,59040,meta_05,lu
# meta,1,59280,meta_05,jah! 
# meta,1,59760,meta_05,Hal
# meta,1,60000,meta_05,le
# meta,1,60240,meta_05,lu
# meta,1,60480,meta_05,jah! 
# meta,1,62880,meta_05,The 
# meta,1,63360,meta_05,king
# meta,1,63840,meta_05,dom 
# meta,1,64320,meta_05,of 
# meta,1,64800,meta_05,this 
# meta,1,65280,meta_05,world 
# meta,1,67680,meta_05,is 
# meta,1,68640,meta_05,be
# meta,1,69120,meta_05,come 
# meta,1,70560,meta_05,the 
# meta,1,71040,meta_05,King
# meta,1,71520,meta_05,dom 
# meta,1,72000,meta_05,of 
# meta,1,72480,meta_05,our 
# meta,1,72960,meta_05,Lord 
# meta,1,73680,meta_05,and 
# meta,1,73920,meta_05,of 
# meta,1,74400,meta_05,His 
# meta,1,74880,meta_05,Christ, 
# meta,1,75600,meta_05,and 
# meta,1,75840,meta_05,of 
# meta,1,76320,meta_05,His 
# meta,1,76800,meta_05,Christ; 
# meta,1,86880,meta_05,and 
# meta,1,87360,meta_05,He 
# meta,1,87840,meta_05,shall 
# meta,1,88320,meta_05,reign 
# meta,1,88800,meta_05,for 
# meta,1,89280,meta_05,ev
# meta,1,89760,meta_05,er 
# meta,1,90000,meta_05,and 
# meta,1,90240,meta_05,ev
# meta,1,91200,meta_05,er, 
# meta,1,91440,meta_05,for 
# meta,1,91680,meta_05,ev
# meta,1,91920,meta_05,er 
# meta,1,92400,meta_05,and 
# meta,1,92640,meta_05,ev
# meta,1,92880,meta_05,er, 
# meta,1,93840,meta_05,for 
# meta,1,94080,meta_05,ev
# meta,1,94560,meta_05,er 
# meta,1,95520,meta_05,and 
# meta,1,96000,meta_05,ev
# meta,1,96480,meta_05,er. 
# meta,1,96960,meta_05,King 
# meta,1,97440,meta_05,of 
# meta,1,97920,meta_05,Kings, 
# meta,1,102240,meta_05,and 
# meta,1,102720,meta_05,Lord 
# meta,1,103200,meta_05,of 
# meta,1,103680,meta_05,Lords, 
# meta,1,110160,meta_05,For 
# meta,1,110400,meta_05,ev
# meta,1,110640,meta_05,er 
# meta,1,111120,meta_05,and 
# meta,1,111360,meta_05,ev
# meta,1,111600,meta_05,er. 
# meta,1,112080,meta_05,Hal
# meta,1,112200,meta_05,le
# meta,1,112320,meta_05,lu
# meta,1,112560,meta_05,jah! 
# meta,1,113040,meta_05,Hal
# meta,1,113160,meta_05,le
# meta,1,113280,meta_05,lu
# meta,1,113520,meta_05,jah! 
# meta,1,115920,meta_05,For 
# meta,1,116160,meta_05,ev
# meta,1,116400,meta_05,er 
# meta,1,116880,meta_05,and 
# meta,1,117120,meta_05,ev
# meta,1,117360,meta_05,er. 
# meta,1,117840,meta_05,Hal
# meta,1,117960,meta_05,le
# meta,1,118080,meta_05,lu
# meta,1,118320,meta_05,jah! 
# meta,1,118800,meta_05,Hal
# meta,1,118920,meta_05,le
# meta,1,119040,meta_05,lu
# meta,1,119280,meta_05,jah! 
# meta,1,121680,meta_05,For 
# meta,1,121920,meta_05,ev
# meta,1,122160,meta_05,er 
# meta,1,122640,meta_05,and 
# meta,1,122880,meta_05,ev
# meta,1,123120,meta_05,er. 
# meta,1,123600,meta_05,Hal
# meta,1,123720,meta_05,le
# meta,1,123840,meta_05,lu
# meta,1,124080,meta_05,jah! 
# meta,1,124560,meta_05,Hal
# meta,1,124680,meta_05,le
# meta,1,124800,meta_05,lu
# meta,1,125280,meta_05,jah! 
# meta,1,127680,meta_05,King 
# meta,1,128160,meta_05,of 
# meta,1,128640,meta_05,Kings, 
# meta,1,129360,meta_05,and 
# meta,1,129600,meta_05,Lord 
# meta,1,130080,meta_05,of 
# meta,1,130560,meta_05,Lords, 
# meta,1,133680,meta_05,and 
# meta,1,133920,meta_05,He 
# meta,1,134160,meta_05,shall 
# meta,1,134400,meta_05,reign, 
# meta,1,135600,meta_05,and 
# meta,1,135840,meta_05,He 
# meta,1,136080,meta_05,shall 
# meta,1,136320,meta_05,reign 
# meta,1,138000,meta_05,for 
# meta,1,138240,meta_05,ev
# meta,1,138720,meta_05,er 
# meta,1,138960,meta_05,and 
# meta,1,139200,meta_05,ev
# meta,1,140160,meta_05,er, 
# meta,1,141120,meta_05,King 
# meta,1,141600,meta_05,of 
# meta,1,142080,meta_05,Kings, 
# meta,1,142800,meta_05,for 
# meta,1,143040,meta_05,ev
# meta,1,143280,meta_05,er 
# meta,1,143760,meta_05,and 
# meta,1,144000,meta_05,ev
# meta,1,144240,meta_05,er, 
# meta,1,144720,meta_05,and 
# meta,1,144960,meta_05,Lord 
# meta,1,145440,meta_05,of 
# meta,1,145920,meta_05,Lords, 
# meta,1,146640,meta_05,Hal
# meta,1,146760,meta_05,le
# meta,1,146880,meta_05,lu
# meta,1,147120,meta_05,jah! 
# meta,1,147600,meta_05,Hal
# meta,1,147720,meta_05,le
# meta,1,147840,meta_05,lu
# meta,1,148080,meta_05,jah! 
# meta,1,149280,meta_05,and 
# meta,1,149760,meta_05,He 
# meta,1,150240,meta_05,shall 
# meta,1,150720,meta_05,reign 
# meta,1,151200,meta_05,for 
# meta,1,151680,meta_05,ev
# meta,1,152160,meta_05,er 
# meta,1,152400,meta_05,and 
# meta,1,152640,meta_05,ev
# meta,1,153600,meta_05,er, 
# meta,1,154560,meta_05,King 
# meta,1,155040,meta_05,of 
# meta,1,155520,meta_05,Kings, 
# meta,1,156240,meta_05,and 
# meta,1,156480,meta_05,Lord 
# meta,1,156960,meta_05,of 
# meta,1,157440,meta_05,Lords, 
# meta,1,158400,meta_05,King 
# meta,1,158880,meta_05,of 
# meta,1,159360,meta_05,Kings, 
# meta,1,160080,meta_05,and 
# meta,1,160320,meta_05,Lord 
# meta,1,160800,meta_05,of 
# meta,1,161280,meta_05,Lords, 
# meta,1,162720,meta_05,and 
# meta,1,163200,meta_05,He 
# meta,1,163680,meta_05,shall 
# meta,1,164160,meta_05,reign 
# meta,1,164640,meta_05,for 
# meta,1,165120,meta_05,ev
# meta,1,165600,meta_05,er 
# meta,1,165840,meta_05,and 
# meta,1,166080,meta_05,ev
# meta,1,167040,meta_05,er, 
# meta,1,167760,meta_05,for 
# meta,1,168000,meta_05,ev
# meta,1,168240,meta_05,er 
# meta,1,168720,meta_05,and 
# meta,1,168960,meta_05,ev
# meta,1,169200,meta_05,er, 
# meta,1,169680,meta_05,for 
# meta,1,169920,meta_05,ev
# meta,1,170160,meta_05,er 
# meta,1,170640,meta_05,and 
# meta,1,170880,meta_05,ev
# meta,1,171120,meta_05,er. 
# meta,1,171600,meta_05,Hal
# meta,1,171720,meta_05,le
# meta,1,171840,meta_05,lu
# meta,1,172080,meta_05,jah! 
# meta,1,172560,meta_05,Hal
# meta,1,172680,meta_05,le
# meta,1,172800,meta_05,lu
# meta,1,173040,meta_05,jah! 
# meta,1,173520,meta_05,Hal
# meta,1,173640,meta_05,le
# meta,1,173760,meta_05,lu
# meta,1,174000,meta_05,jah! 
# meta,1,174480,meta_05,Hal
# meta,1,174600,meta_05,le
# meta,1,174720,meta_05,lu
# meta,1,174960,meta_05,jah! 
# meta,1,178080,meta_05,Hal
# meta,1,178560,meta_05,le
# meta,1,180000,meta_05,lu
# meta,1,180480,meta_05,jah! 
# meta,2,0,meta_03,Tenor
# meta,2,5760,meta_05,Hal
# meta,2,6480,meta_05,le
# meta,2,6720,meta_05,lu
# meta,2,6960,meta_05,jah! 
# meta,2,7680,meta_05,Hal
# meta,2,8400,meta_05,le
# meta,2,8640,meta_05,lu
# meta,2,8880,meta_05,jah! 
# meta,2,9360,meta_05,Hal
# meta,2,9480,meta_05,le
# meta,2,9600,meta_05,lu
# meta,2,9840,meta_05,jah! 
# meta,2,10320,meta_05,Hal
# meta,2,10440,meta_05,le
# meta,2,10560,meta_05,lu
# meta,2,10800,meta_05,jah! 
# meta,2,11280,meta_05,Hal
# meta,2,11520,meta_05,le
# meta,2,12240,meta_05,lu
# meta,2,12480,meta_05,jah! 
# meta,2,13440,meta_05,Hal
# meta,2,14160,meta_05,le
# meta,2,14400,meta_05,lu
# meta,2,14640,meta_05,jah! 
# meta,2,15360,meta_05,Hal
# meta,2,16080,meta_05,le
# meta,2,16320,meta_05,lu
# meta,2,16560,meta_05,jah! 
# meta,2,17040,meta_05,Hal
# meta,2,17160,meta_05,le
# meta,2,17280,meta_05,lu
# meta,2,17520,meta_05,jah! 
# meta,2,18000,meta_05,Hal
# meta,2,18120,meta_05,le
# meta,2,18240,meta_05,lu
# meta,2,18480,meta_05,jah! 
# meta,2,18960,meta_05,Hal
# meta,2,19200,meta_05,le
# meta,2,19920,meta_05,lu
# meta,2,20160,meta_05,jah! 
# meta,2,21120,meta_05,for 
# meta,2,22080,meta_05,the 
# meta,2,22560,meta_05,Lord 
# meta,2,23040,meta_05,God 
# meta,2,23280,meta_05,Om
# meta,2,23520,meta_05,ni
# meta,2,24240,meta_05,po
# meta,2,24480,meta_05,tent 
# meta,2,24960,meta_05,reign
# meta,2,25920,meta_05,eth. 
# meta,2,26640,meta_05,Hal
# meta,2,26760,meta_05,le
# meta,2,26880,meta_05,lu
# meta,2,27120,meta_05,jah! 
# meta,2,27600,meta_05,Hal
# meta,2,27720,meta_05,le
# meta,2,27840,meta_05,lu
# meta,2,28080,meta_05,jah! 
# meta,2,28560,meta_05,Hal
# meta,2,28680,meta_05,le
# meta,2,28800,meta_05,lu
# meta,2,29040,meta_05,jah! 
# meta,2,29520,meta_05,Hal
# meta,2,29640,meta_05,le
# meta,2,29760,meta_05,lu
# meta,2,30000,meta_05,jah! 
# meta,2,30720,meta_05,for 
# meta,2,31680,meta_05,the 
# meta,2,32160,meta_05,Lord 
# meta,2,32640,meta_05,God 
# meta,2,32880,meta_05,Om
# meta,2,33120,meta_05,ni
# meta,2,33840,meta_05,po
# meta,2,34080,meta_05,tent 
# meta,2,34560,meta_05,reign
# meta,2,35520,meta_05,eth. 
# meta,2,36240,meta_05,Hal
# meta,2,36360,meta_05,le
# meta,2,36480,meta_05,lu
# meta,2,36720,meta_05,jah! 
# meta,2,37200,meta_05,Hal
# meta,2,37320,meta_05,le
# meta,2,37440,meta_05,lu
# meta,2,37680,meta_05,jah! 
# meta,2,38160,meta_05,Hal
# meta,2,38280,meta_05,le
# meta,2,38400,meta_05,lu
# meta,2,38640,meta_05,jah! 
# meta,2,39120,meta_05,Hal
# meta,2,39240,meta_05,le
# meta,2,39360,meta_05,lu
# meta,2,39600,meta_05,jah! 
# meta,2,41040,meta_05,Hal
# meta,2,41160,meta_05,le
# meta,2,41280,meta_05,lu
# meta,2,41520,meta_05,jah! 
# meta,2,42000,meta_05,Hal
# meta,2,42120,meta_05,le
# meta,2,42240,meta_05,lu
# meta,2,42480,meta_05,jah! 
# meta,2,42960,meta_05,Hal
# meta,2,43080,meta_05,le
# meta,2,43200,meta_05,lu
# meta,2,43440,meta_05,jah! 
# meta,2,43560,meta_05,Hal
# meta,2,43680,meta_05,le
# meta,2,44640,meta_05,lu
# meta,2,45120,meta_05,jah! 
# meta,2,45360,meta_05,Hal
# meta,2,45480,meta_05,le
# meta,2,45600,meta_05,lu
# meta,2,45840,meta_05,jah! 
# meta,2,46080,meta_05,for 
# meta,2,47040,meta_05,the 
# meta,2,47520,meta_05,Lord 
# meta,2,48000,meta_05,God 
# meta,2,48240,meta_05,Om
# meta,2,48480,meta_05,ni
# meta,2,49200,meta_05,po
# meta,2,49440,meta_05,tent 
# meta,2,49920,meta_05,reign
# meta,2,50880,meta_05,eth. 
# meta,2,51120,meta_05,Hal
# meta,2,51240,meta_05,le
# meta,2,51360,meta_05,lu
# meta,2,51600,meta_05,jah! 
# meta,2,52080,meta_05,Hal
# meta,2,52200,meta_05,le
# meta,2,52320,meta_05,lu
# meta,2,52560,meta_05,jah! 
# meta,2,53040,meta_05,Hal
# meta,2,53160,meta_05,le
# meta,2,53280,meta_05,lu
# meta,2,53520,meta_05,jah! 
# meta,2,53760,meta_05,for 
# meta,2,54720,meta_05,the 
# meta,2,55200,meta_05,Lord 
# meta,2,55680,meta_05,God 
# meta,2,55920,meta_05,Om
# meta,2,56160,meta_05,ni
# meta,2,56880,meta_05,po
# meta,2,57120,meta_05,tent 
# meta,2,57600,meta_05,reign
# meta,2,58560,meta_05,eth. 
