# unit,quarterLength
# source,CPDL
# source_page,https://www.cpdl.org/wiki/index.php/O_mio_babbino_caro_(Giacomo_Puccini)
# license,CPDL
source_file,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,1,68,A-4,0.0,0.5,0.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,2,72,C5,0.0,0.5,0.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,3,80,A-5,0.0,0.5,0.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,44,A-2,0.0,0.25,0.25,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,48,C3,0.25,0.25,0.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,3,68,A-4,0.5,0.5,1.0,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,1,72,C5,0.5,0.5,1.0,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,2,80,A-5,0.5,0.5,1.0,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,51,E-3,0.5,0.25,0.75,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,56,A-3,0.75,0.25,1.0,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,1,68,A-4,1.0,0.5,1.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,3,72,C5,1.0,0.5,1.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,2,80,A-5,1.0,0.5,1.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,60,C4,1.0,0.25,1.25,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,63,E-4,1.25,0.25,1.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,1,72,C5,1.5,1.0,2.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff1,2,84,C6,1.5,1.0,2.5,
O_Mio_Babbino_Caro_Puccini_SSA_v2.mxl,P4-Staff2,1,68,A-4,1.5,0.25,1.75,
