# ticks_per_quarter,384
# meta,0,0,meta_03,control track
# meta,0,0,meta_01,creator: 
# meta,0,0,meta_01,GNU LilyPond 2.10.33          
# meta,0,0,time_signature,3/8
# meta,0,0,tempo,1000000
# meta,1,0,meta_03,upper
# meta,2,0,meta_03,lower
track,channel,pitch,note,start_tick,end_tick,duration_ticks,velocity,release_velocity
2,2,46,A#2,0,192,192,127,64
2,2,53,F3,192,384,192,127,64
2,2,58,A#3,192,384,192,127,64
2,2,62,D4,192,384,192,127,64
2,2,53,F3,384,576,192,127,64
2,2,58,A#3,384,576,192,127,64
2,2,62,D4,384,576,192,127,64
2,2,46,A#2,576,768,192,127,64
2,2,53,F3,768,960,192,127,64
2,2,58,A#3,768,960,192,127,64
2,2,62,D4,768,960,192,127,64
1,1,65,F4,960,1152,192,127,64
1,1,77,F5,960,1152,192,127,64
2,2,53,F3,960,1152,192,127,64
2,2,58,A#3,960,1152,192,127,64
2,2,62,D4,960,1152,192,127,64
1,1,74,D5,1152,1920,768,127,64
1,1,86,D6,1152,1920,768,127,64
2,2,46,A#2,1152,1344,192,127,64
2,2,53,F3,1344,1536,192,127,64
2,2,58,A#3,1344,1536,192,127,64
2,2,62,D4,1344,1536,192,127,64
2,2,53,F3,1536,1728,192,127,64
2,2,58,A#3,1536,1728,192,127,64
2,2,62,D4,1536,1728,192,127,64
2,2,46,A#2,1728,1920,192,127,64
1,1,65,F4,1920,2112,192,127,64
1,1,77,F5,1920,2112,192,127,64
2,2,53,F3,1920,2112,192,127,64
2,2,58,A#3,1920,2112,192,127,64
2,2,62,D4,1920,2112,192,127,64
1,1,74,D5,2112,2304,192,127,64
1,1,86,D6,2112,2304,192,127,64
2,2,53,F3,2112,2304,192,127,64
2,2,58,A#3,2112,2304,192,127,64
2,2,62,D4,2112,2304,192,127,64
1,1,74,D5,2304,2496,192,127,64
1,1,86,D6,2304,2496,192,127,64
2,2,46,A#2,2304,2496,192,127,64
1,1,65,F4,2496,2688,192,127,64
1,1,77,F5,2496,2688,192,127,64
2,2,53,F3,2496,2688,192,127,64
2,2,58,A#3,2496,2688,192,127,64
2,2,62,D4,2496,2688,192,127,64
1,1,74,D5,2688,2880,192,127,64
1,1,86,D6,2688,2880,192,127,64
2,2,53,F3,2688,2880,192,127,64
2,2,58,A#3,2688,2880,192,127,64
2,2,62,D4,2688,2880,192,127,64
1,1,74,D5,2880,3028,148,127,64
1,1,86,D6,2880,3028,148,127,64
2,2,46,A#2,2880,3072,192,127,64
1,1,87,D#6,3028,3049,21,127,64
1,1,86,D6,3050,3071,21,127,64
1,1,73,C#5,3072,3264,192,127,64
1,1,85,C#6,3072,3264,192,127,64
2,2,53,F3,3072,3264,192,127,64
2,2,58,A#3,3072,3264,192,127,64
2,2,62,D4,3072,3264,192,127,64
1,1,74,D5,3264,3456,192,127,64
1,1,86,D6,3264,3456,192,127,64
2,2,53,F3,3264,3456,192,127,64
2,2,58,A#3,3264,3456,192,127,64
2,2,62,D4,3264,3456,192,127,64
1,1,77,F5,3456,4224,768,127,64
1,1,89,F6,3456,4224,768,127,64
2,2,46,A#2,3456,3648,192,127,64
2,2,53,F3,3648,3840,192,127,64
2,2,58,A#3,3648,3840,192,127,64
2,2,62,D4,3648,3840,192,127,64
2,2,53,F3,3840,4032,192,127,64
2,2,58,A#3,3840,4032,192,127,64
2,2,62,D4,3840,4032,192,127,64
2,2,46,A#2,4032,4224,192,127,64
1,1,75,D#5,4224,4416,192,127,64
1,1,87,D#6,4224,4416,192,127,64
2,2,53,F3,4224,4416,192,127,64
2,2,58,A#3,4224,4416,192,127,64
2,2,62,D4,4224,4416,192,127,64
1,1,74,D5,4416,4608,192,127,64
1,1,86,D6,4416,4608,192,127,64
2,2,53,F3,4416,4608,192,127,64
2,2,58,A#3,4416,4608,192,127,64
2,2,62,D4,4416,4608,192,127,64
1,1,72,C5,4608,4756,148,127,64
1,1,84,C6,4608,4756,148,127,64
2,2,41,F2,4608,4800,192,127,64
2,2,53,F3,4608,4800,192,127,64
1,1,86,D6,4756,4799,43,127,64
1,1,75,D#5,4800,4896,96,127,64
1,1,84,C6,4800,4896,96,127,64
2,2,53,F3,4800,4992,192,127,64
2,2,57,A3,4800,4992,192,127,64
2,2,63,D#4,4800,4992,192,127,64
1,1,74,D5,4896,4992,96,127,64
1,1,83,B5,4896,4992,96,127,64
1,1,75,D#5,4992,5088,96,127,64
1,1,84,C6,4992,5088,96,127,64
2,2,53,F3,4992,5184,192,127,64
2,2,57,A3,4992,5184,192,127,64
2,2,63,D#4,4992,5184,192,127,64
1,1,77,F5,5088,5184,96,127,64
1,1,86,D6,5088,5184,96,127,64
1,1,75,D#5,5184,5332,148,127,64
1,1,84,C6,5184,5332,148,127,64
2,2,41,F2,5184,5376,192,127,64
2,2,53,F3,5184,5376,192,127,64
1,1,86,D6,5332,5375,43,127,64
1,1,75,D#5,5376,5472,96,127,64
1,1,84,C6,5376,5472,96,127,64
2,2,53,F3,5376,5568,192,127,64
2,2,57,A3,5376,5568,192,127,64
2,2,63,D#4,5376,5568,192,127,64
1,1,74,D5,5472,5568,96,127,64
1,1,83,B5,5472,5568,96,127,64
1,1,75,D#5,5568,5664,96,127,64
1,1,84,C6,5568,5664,96,127,64
2,2,53,F3,5568,5760,192,127,64
2,2,57,A3,5568,5760,192,127,64
2,2,63,D#4,5568,5760,192,127,64
1,1,77,F5,5664,5760,96,127,64
1,1,86,D6,5664,5760,96,127,64
1,1,75,D#5,5760,6144,384,127,64
1,1,84,C6,5760,6144,384,127,64
2,2,46,A#2,5760,5952,192,127,64
2,2,53,F3,5952,6144,192,127,64
2,2,58,A#3,5952,6144,192,127,64
2,2,62,D4,5952,6144,192,127,64
1,1,74,D5,6144,6336,192,127,64
1,1,82,A#5,6144,6336,192,127,64
2,2,53,F3,6144,6336,192,127,64
2,2,58,A#3,6144,6336,192,127,64
2,2,62,D4,6144,6336,192,127,64
1,1,77,F5,6336,6528,192,127,64
2,2,46,A#2,6336,6528,192,127,64
2,2,53,F3,6528,6720,192,127,64
2,2,58,A#3,6528,6720,192,127,64
2,2,62,D4,6528,6720,192,127,64
1,1,65,F4,6720,6912,192,127,64
1,1,77,F5,6720,6912,192,127,64
2,2,53,F3,6720,6912,192,127,64
2,2,58,A#3,6720,6912,192,127,64
2,2,62,D4,6720,6912,192,127,64
1,1,74,D5,6912,7680,768,127,64
1,1,86,D6,6912,7680,768,127,64
2,2,46,A#2,6912,7104,192,127,64
2,2,53,F3,7104,7296,192,127,64
2,2,58,A#3,7104,7296,192,127,64
2,2,62,D4,7104,7296,192,127,64
2,2,53,F3,7296,7488,192,127,64
2,2,58,A#3,7296,7488,192,127,64
2,2,62,D4,7296,7488,192,127,64
2,2,46,A#2,7488,7680,192,127,64
1,1,65,F4,7680,7872,192,127,64
1,1,77,F5,7680,7872,192,127,64
2,2,53,F3,7680,7872,192,127,64
2,2,58,A#3,7680,7872,192,127,64
2,2,62,D4,7680,7872,192,127,64
1,1,74,D5,7872,8064,192,127,64
1,1,86,D6,7872,8064,192,127,64
2,2,53,F3,7872,8064,192,127,64
2,2,58,A#3,7872,8064,192,127,64
2,2,62,D4,7872,8064,192,127,64
1,1,74,D5,8064,8256,192,127,64
1,1,86,D6,8064,8256,192,127,64
2,2,46,A#2,8064,8256,192,127,64
1,1,65,F4,8256,8448,192,127,64
1,1,77,F5,8256,8448,192,127,64
2,2,53,F3,8256,8448,192,127,64
2,2,58,A#3,8256,8448,192,127,64
