# unit,quarterLength
# source,CPDL
# source_page,https://www.cpdl.org/wiki/index.php/Bridal_Chorus_from_%27Lohengrin%27_(%27Treulich_gef%C3%BChrt%27)_(Richard_Wagner)
# license,CPDL
source_file,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
Ws-wag-brid.mxl,Soprano,1,70,B-4,9.75,0.25,10.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,9.75,0.25,10.0,
Ws-wag-brid.mxl,Alto,1,65,F4,10.0,1.5,11.5,
Ws-wag-brid.mxl,Bass,1,58,B-3,10.0,1.5,11.5,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,10.0,1.5,11.5,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,10.0,1.5,11.5,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,10.0,1.5,11.5,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,10.0,1.5,11.5,
Ws-wag-brid.mxl,Soprano,1,70,B-4,10.0,1.5,11.5,
Ws-wag-brid.mxl,Tenor,1,62,D4,10.0,1.5,11.5,
Ws-wag-brid.mxl,Alto,1,65,F4,12.0,1.0,13.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,12.0,1.0,13.0,
Ws-wag-brid.mxl,P5-Staff1,1,62,D4,12.0,1.0,13.0,
Ws-wag-brid.mxl,P5-Staff1,2,65,F4,12.0,1.0,13.0,
Ws-wag-brid.mxl,P5-Staff2,1,46,B-2,12.0,1.0,13.0,
Ws-wag-brid.mxl,P5-Staff2,2,58,B-3,12.0,1.0,13.0,
Ws-wag-brid.mxl,Soprano,1,65,F4,12.0,1.0,13.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,12.0,1.0,13.0,
Ws-wag-brid.mxl,Alto,1,65,F4,13.0,0.75,13.75,
Ws-wag-brid.mxl,Bass,1,53,F3,13.0,0.75,13.75,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,13.0,0.75,13.75,
Ws-wag-brid.mxl,P5-Staff1,2,72,C5,13.0,0.75,13.75,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,13.0,0.75,13.75,
Ws-wag-brid.mxl,P5-Staff2,2,63,E-4,13.0,0.75,13.75,
Ws-wag-brid.mxl,Soprano,1,72,C5,13.0,0.75,13.75,
Ws-wag-brid.mxl,Tenor,1,63,E-4,13.0,0.75,13.75,
Ws-wag-brid.mxl,Alto,1,65,F4,13.75,0.25,14.0,
Ws-wag-brid.mxl,Bass,1,53,F3,13.75,0.25,14.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,13.75,0.25,14.0,
Ws-wag-brid.mxl,P5-Staff1,2,69,A4,13.75,0.25,14.0,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,13.75,0.25,14.0,
Ws-wag-brid.mxl,P5-Staff2,2,60,C4,13.75,0.25,14.0,
Ws-wag-brid.mxl,P5-Staff2,3,63,E-4,13.75,0.25,14.0,
Ws-wag-brid.mxl,Soprano,1,69,A4,13.75,0.25,14.0,
Ws-wag-brid.mxl,Tenor,1,60,C4,13.75,0.25,14.0,
Ws-wag-brid.mxl,Alto,1,65,F4,14.0,1.5,15.5,
Ws-wag-brid.mxl,Bass,1,58,B-3,14.0,1.5,15.5,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,14.0,1.5,15.5,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,14.0,1.5,15.5,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,14.0,1.5,15.5,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,14.0,1.5,15.5,
Ws-wag-brid.mxl,Soprano,1,70,B-4,14.0,1.5,15.5,
Ws-wag-brid.mxl,Tenor,1,62,D4,14.0,1.5,15.5,
Ws-wag-brid.mxl,Alto,1,65,F4,16.0,1.0,17.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,16.0,1.0,17.0,
Ws-wag-brid.mxl,P5-Staff1,1,62,D4,16.0,1.0,17.0,
Ws-wag-brid.mxl,P5-Staff1,2,65,F4,16.0,1.0,17.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,16.0,1.0,17.0,
Ws-wag-brid.mxl,Soprano,1,65,F4,16.0,1.0,17.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,16.0,1.0,17.0,
Ws-wag-brid.mxl,Alto,1,65,F4,17.0,0.75,17.75,
Ws-wag-brid.mxl,Bass,1,58,B-3,17.0,0.75,17.75,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,17.0,0.75,17.75,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,17.0,0.75,17.75,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,17.0,0.75,17.75,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,17.0,0.75,17.75,
Ws-wag-brid.mxl,Soprano,1,70,B-4,17.0,0.75,17.75,
Ws-wag-brid.mxl,Tenor,1,62,D4,17.0,0.75,17.75,
Ws-wag-brid.mxl,Alto,1,70,B-4,17.75,0.25,18.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,17.75,0.25,18.0,
Ws-wag-brid.mxl,P5-Staff1,1,70,B-4,17.75,0.25,18.0,
Ws-wag-brid.mxl,P5-Staff1,2,75,E-5,17.75,0.25,18.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,17.75,0.25,18.0,
Ws-wag-brid.mxl,P5-Staff2,2,67,G4,17.75,0.25,18.0,
Ws-wag-brid.mxl,Soprano,1,75,E-5,17.75,0.25,18.0,
Ws-wag-brid.mxl,Tenor,1,67,G4,17.75,0.25,18.0,
Ws-wag-brid.mxl,Alto,1,70,B-4,18.0,1.0,19.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,18.0,2.0,20.0,start
Ws-wag-brid.mxl,P5-Staff1,1,70,B-4,18.0,1.0,19.0,
Ws-wag-brid.mxl,P5-Staff1,2,75,E-5,18.0,1.0,19.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,18.0,1.0,19.0,
Ws-wag-brid.mxl,P5-Staff2,2,67,G4,18.0,1.0,19.0,
Ws-wag-brid.mxl,Soprano,1,75,E-5,18.0,1.0,19.0,
Ws-wag-brid.mxl,Tenor,1,67,G4,18.0,1.0,19.0,
Ws-wag-brid.mxl,Alto,1,70,B-4,19.0,0.75,19.75,
Ws-wag-brid.mxl,P5-Staff1,1,70,B-4,19.0,0.75,19.75,
Ws-wag-brid.mxl,P5-Staff1,2,74,D5,19.0,0.75,19.75,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,19.0,0.75,19.75,
Ws-wag-brid.mxl,P5-Staff2,2,65,F4,19.0,0.75,19.75,
Ws-wag-brid.mxl,Soprano,1,74,D5,19.0,0.75,19.75,
Ws-wag-brid.mxl,Tenor,1,65,F4,19.0,0.75,19.75,
Ws-wag-brid.mxl,Alto,1,65,F4,19.75,0.25,20.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,19.75,0.25,20.0,
Ws-wag-brid.mxl,P5-Staff1,2,72,C5,19.75,0.25,20.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,19.75,0.25,20.0,
Ws-wag-brid.mxl,P5-Staff2,2,63,E-4,19.75,0.25,20.0,
Ws-wag-brid.mxl,Soprano,1,72,C5,19.75,0.25,20.0,
Ws-wag-brid.mxl,Tenor,1,63,E-4,19.75,0.25,20.0,
Ws-wag-brid.mxl,Alto,1,65,F4,20.0,1.0,21.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,20.0,1.0,21.0,stop
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,20.0,1.0,21.0,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,20.0,1.0,21.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,20.0,1.0,21.0,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,20.0,1.0,21.0,
Ws-wag-brid.mxl,Soprano,1,70,B-4,20.0,1.0,21.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,20.0,1.0,21.0,
Ws-wag-brid.mxl,Alto,1,64,E4,21.0,0.75,21.75,
Ws-wag-brid.mxl,Bass,1,55,G3,21.0,0.75,21.75,
Ws-wag-brid.mxl,P5-Staff1,1,64,E4,21.0,0.75,21.75,
Ws-wag-brid.mxl,P5-Staff1,2,69,A4,21.0,0.75,21.75,
Ws-wag-brid.mxl,P5-Staff1,1,70,B-4,21.0,0.0,21.0,
Ws-wag-brid.mxl,P5-Staff1,1,72,C5,21.0,0.0,21.0,
Ws-wag-brid.mxl,P5-Staff2,1,55,G3,21.0,0.75,21.75,
Ws-wag-brid.mxl,P5-Staff2,2,58,B-3,21.0,0.75,21.75,
Ws-wag-brid.mxl,Soprano,1,69,A4,21.0,0.75,21.75,
Ws-wag-brid.mxl,Tenor,1,58,B-3,21.0,0.75,21.75,
Ws-wag-brid.mxl,Alto,1,64,E4,21.75,0.25,22.0,
Ws-wag-brid.mxl,Bass,1,55,G3,21.75,0.25,22.0,
Ws-wag-brid.mxl,P5-Staff1,1,64,E4,21.75,0.25,22.0,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,21.75,0.25,22.0,
Ws-wag-brid.mxl,P5-Staff2,1,55,G3,21.75,0.25,22.0,
Ws-wag-brid.mxl,P5-Staff2,2,58,B-3,21.75,0.25,22.0,
Ws-wag-brid.mxl,Soprano,1,70,B-4,21.75,0.25,22.0,
Ws-wag-brid.mxl,Tenor,1,58,B-3,21.75,0.25,22.0,
Ws-wag-brid.mxl,Alto,1,65,F4,22.0,1.5,23.5,
Ws-wag-brid.mxl,Bass,1,53,F3,22.0,1.5,23.5,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,22.0,1.5,23.5,
Ws-wag-brid.mxl,P5-Staff1,2,72,C5,22.0,1.5,23.5,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,22.0,1.5,23.5,
Ws-wag-brid.mxl,P5-Staff2,2,57,A3,22.0,1.5,23.5,
Ws-wag-brid.mxl,Soprano,1,72,C5,22.0,1.5,23.5,
Ws-wag-brid.mxl,Tenor,1,57,A3,22.0,1.5,23.5,
Ws-wag-brid.mxl,Alto,1,65,F4,24.0,1.0,25.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,24.0,1.0,25.0,
Ws-wag-brid.mxl,P5-Staff1,1,62,D4,24.0,1.0,25.0,
Ws-wag-brid.mxl,P5-Staff1,2,65,F4,24.0,1.0,25.0,
Ws-wag-brid.mxl,P5-Staff2,1,46,B-2,24.0,1.0,25.0,
Ws-wag-brid.mxl,P5-Staff2,2,58,B-3,24.0,1.0,25.0,
Ws-wag-brid.mxl,Soprano,1,65,F4,24.0,1.0,25.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,24.0,1.0,25.0,
Ws-wag-brid.mxl,Alto,1,65,F4,25.0,0.75,25.75,
Ws-wag-brid.mxl,Bass,1,58,B-3,25.0,0.75,25.75,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,25.0,0.75,25.75,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,25.0,0.75,25.75,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,25.0,0.75,25.75,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,25.0,0.75,25.75,
Ws-wag-brid.mxl,Soprano,1,70,B-4,25.0,0.75,25.75,
Ws-wag-brid.mxl,Tenor,1,62,D4,25.0,0.75,25.75,
Ws-wag-brid.mxl,Alto,1,65,F4,25.75,0.25,26.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,25.75,0.25,26.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,25.75,0.25,26.0,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,25.75,0.25,26.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,25.75,0.25,26.0,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,25.75,0.25,26.0,
Ws-wag-brid.mxl,Soprano,1,70,B-4,25.75,0.25,26.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,25.75,0.25,26.0,
Ws-wag-brid.mxl,Alto,1,65,F4,26.0,1.5,27.5,
Ws-wag-brid.mxl,Bass,1,58,B-3,26.0,1.5,27.5,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,26.0,1.5,27.5,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,26.0,1.5,27.5,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,26.0,1.5,27.5,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,26.0,1.5,27.5,
Ws-wag-brid.mxl,Soprano,1,70,B-4,26.0,1.5,27.5,
Ws-wag-brid.mxl,Tenor,1,62,D4,26.0,1.5,27.5,
Ws-wag-brid.mxl,Alto,1,65,F4,28.0,1.0,29.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,28.0,1.0,29.0,
Ws-wag-brid.mxl,P5-Staff1,1,62,D4,28.0,1.0,29.0,
Ws-wag-brid.mxl,P5-Staff1,2,65,F4,28.0,1.0,29.0,
Ws-wag-brid.mxl,P5-Staff2,1,46,B-2,28.0,1.0,29.0,
Ws-wag-brid.mxl,P5-Staff2,2,58,B-3,28.0,1.0,29.0,
Ws-wag-brid.mxl,Soprano,1,65,F4,28.0,1.0,29.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,28.0,1.0,29.0,
Ws-wag-brid.mxl,Alto,1,65,F4,29.0,0.75,29.75,
Ws-wag-brid.mxl,Bass,1,53,F3,29.0,0.75,29.75,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,29.0,0.75,29.75,
Ws-wag-brid.mxl,P5-Staff1,2,72,C5,29.0,0.75,29.75,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,29.0,0.75,29.75,
Ws-wag-brid.mxl,P5-Staff2,2,63,E-4,29.0,0.75,29.75,
Ws-wag-brid.mxl,Soprano,1,72,C5,29.0,0.75,29.75,
Ws-wag-brid.mxl,Tenor,1,63,E-4,29.0,0.75,29.75,
Ws-wag-brid.mxl,Alto,1,65,F4,29.75,0.25,30.0,
Ws-wag-brid.mxl,Bass,1,53,F3,29.75,0.25,30.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,29.75,0.25,30.0,
Ws-wag-brid.mxl,P5-Staff1,2,69,A4,29.75,0.25,30.0,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,29.75,0.25,30.0,
Ws-wag-brid.mxl,P5-Staff2,2,60,C4,29.75,0.25,30.0,
Ws-wag-brid.mxl,P5-Staff2,3,63,E-4,29.75,0.25,30.0,
Ws-wag-brid.mxl,Soprano,1,69,A4,29.75,0.25,30.0,
Ws-wag-brid.mxl,Tenor,1,60,C4,29.75,0.25,30.0,
Ws-wag-brid.mxl,Alto,1,65,F4,30.0,1.5,31.5,
Ws-wag-brid.mxl,Bass,1,58,B-3,30.0,1.5,31.5,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,30.0,1.5,31.5,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,30.0,1.5,31.5,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,30.0,1.5,31.5,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,30.0,1.5,31.5,
Ws-wag-brid.mxl,Soprano,1,70,B-4,30.0,1.5,31.5,
Ws-wag-brid.mxl,Tenor,1,62,D4,30.0,1.5,31.5,
Ws-wag-brid.mxl,Alto,1,65,F4,32.0,1.0,33.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,32.0,1.0,33.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,32.0,1.0,33.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,32.0,1.0,33.0,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,32.0,1.0,33.0,
Ws-wag-brid.mxl,Soprano,1,65,F4,32.0,1.0,33.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,32.0,1.0,33.0,
Ws-wag-brid.mxl,Alto,1,65,F4,33.0,0.75,33.75,
Ws-wag-brid.mxl,Bass,1,58,B-3,33.0,0.75,33.75,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,33.0,0.75,33.75,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,33.0,0.75,33.75,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,33.0,0.75,33.75,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,33.0,0.75,33.75,
Ws-wag-brid.mxl,Soprano,1,70,B-4,33.0,0.75,33.75,
Ws-wag-brid.mxl,Tenor,1,62,D4,33.0,0.75,33.75,
Ws-wag-brid.mxl,Alto,1,65,F4,33.75,0.25,34.0,
Ws-wag-brid.mxl,Bass,1,58,B-3,33.75,0.25,34.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,33.75,0.25,34.0,
Ws-wag-brid.mxl,P5-Staff1,2,74,D5,33.75,0.25,34.0,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,33.75,0.25,34.0,
Ws-wag-brid.mxl,P5-Staff2,2,62,D4,33.75,0.25,34.0,
Ws-wag-brid.mxl,Soprano,1,74,D5,33.75,0.25,34.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,33.75,0.25,34.0,
Ws-wag-brid.mxl,Alto,1,69,A4,34.0,1.0,35.0,
Ws-wag-brid.mxl,Bass,1,50,D3,34.0,1.0,35.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,34.0,1.0,35.0,
Ws-wag-brid.mxl,P5-Staff1,2,69,A4,34.0,1.0,35.0,
Ws-wag-brid.mxl,P5-Staff1,1,77,F5,34.0,1.0,35.0,
Ws-wag-brid.mxl,P5-Staff2,1,50,D3,34.0,1.0,35.0,
Ws-wag-brid.mxl,P5-Staff2,2,57,A3,34.0,1.0,35.0,
Ws-wag-brid.mxl,P5-Staff2,3,62,D4,34.0,1.0,35.0,
Ws-wag-brid.mxl,Soprano,1,77,F5,34.0,1.0,35.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,34.0,1.0,35.0,
Ws-wag-brid.mxl,Alto,1,67,G4,35.0,0.75,35.75,
Ws-wag-brid.mxl,Bass,1,55,G3,35.0,0.75,35.75,
Ws-wag-brid.mxl,P5-Staff1,1,67,G4,35.0,1.0,36.0,
Ws-wag-brid.mxl,P5-Staff1,1,74,D5,35.0,0.75,35.75,
Ws-wag-brid.mxl,P5-Staff2,1,55,G3,35.0,1.0,36.0,
Ws-wag-brid.mxl,P5-Staff2,2,58,B-3,35.0,1.0,36.0,
Ws-wag-brid.mxl,P5-Staff2,3,62,D4,35.0,1.0,36.0,
Ws-wag-brid.mxl,Soprano,1,74,D5,35.0,0.75,35.75,
Ws-wag-brid.mxl,Tenor,1,58,B-3,35.0,0.75,35.75,
Ws-wag-brid.mxl,Alto,1,67,G4,35.75,0.25,36.0,
Ws-wag-brid.mxl,Bass,1,55,G3,35.75,0.25,36.0,
Ws-wag-brid.mxl,P5-Staff1,1,70,B-4,35.75,0.25,36.0,
Ws-wag-brid.mxl,Soprano,1,70,B-4,35.75,0.25,36.0,
Ws-wag-brid.mxl,Tenor,1,62,D4,35.75,0.25,36.0,
Ws-wag-brid.mxl,Alto,1,67,G4,36.0,1.0,37.0,
Ws-wag-brid.mxl,Bass,1,51,E-3,36.0,1.0,37.0,
Ws-wag-brid.mxl,P5-Staff1,1,67,G4,36.0,1.0,37.0,
Ws-wag-brid.mxl,P5-Staff2,1,51,E-3,36.0,1.0,37.0,
Ws-wag-brid.mxl,P5-Staff2,2,55,G3,36.0,1.0,37.0,
Ws-wag-brid.mxl,P5-Staff2,3,60,C4,36.0,1.0,37.0,
Ws-wag-brid.mxl,Soprano,1,67,G4,36.0,1.0,37.0,
Ws-wag-brid.mxl,Tenor,1,60,C4,36.0,1.0,37.0,
Ws-wag-brid.mxl,Alto,1,63,E-4,37.0,0.75,37.75,
Ws-wag-brid.mxl,Bass,1,53,F3,37.0,0.75,37.75,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,37.0,0.75,37.75,
Ws-wag-brid.mxl,P5-Staff1,2,72,C5,37.0,0.75,37.75,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,37.0,1.0,38.0,
Ws-wag-brid.mxl,P5-Staff2,2,57,A3,37.0,1.0,38.0,
Ws-wag-brid.mxl,P5-Staff2,3,63,E-4,37.0,1.0,38.0,
Ws-wag-brid.mxl,Soprano,1,72,C5,37.0,0.75,37.75,
Ws-wag-brid.mxl,Tenor,1,57,A3,37.0,0.75,37.75,
Ws-wag-brid.mxl,Alto,1,65,F4,37.75,0.25,38.0,
Ws-wag-brid.mxl,Bass,1,53,F3,37.75,0.25,38.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,37.75,0.25,38.0,
Ws-wag-brid.mxl,P5-Staff1,2,74,D5,37.75,0.25,38.0,
Ws-wag-brid.mxl,Soprano,1,74,D5,37.75,0.25,38.0,
Ws-wag-brid.mxl,Tenor,1,57,A3,37.75,0.25,38.0,
Ws-wag-brid.mxl,Alto,1,62,D4,38.0,1.5,39.5,
Ws-wag-brid.mxl,Bass,1,58,B-3,38.0,1.5,39.5,
Ws-wag-brid.mxl,P5-Staff1,1,62,D4,38.0,0.5,38.5,
Ws-wag-brid.mxl,P5-Staff1,2,65,F4,38.0,0.5,38.5,
Ws-wag-brid.mxl,P5-Staff1,3,70,B-4,38.0,0.5,38.5,
Ws-wag-brid.mxl,P5-Staff2,1,58,B-3,38.0,0.5,38.5,
Ws-wag-brid.mxl,Soprano,1,70,B-4,38.0,1.5,39.5,
Ws-wag-brid.mxl,Tenor,1,58,B-3,38.0,1.5,39.5,
Ws-wag-brid.mxl,P5-Staff1,1,58,B-3,38.5,0.16666666666666666,38.666666666666664,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,38.5,0.16666666666666666,38.666666666666664,
Ws-wag-brid.mxl,P5-Staff1,1,58,B-3,38.666666666666664,0.16666666666666666,38.83333333333333,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,38.666666666666664,0.16666666666666666,38.83333333333333,
Ws-wag-brid.mxl,P5-Staff1,1,58,B-3,38.833333333333336,0.16666666666666666,39.0,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,38.833333333333336,0.16666666666666666,39.0,
Ws-wag-brid.mxl,P5-Staff1,1,58,B-3,39.0,0.5,39.5,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,39.0,0.5,39.5,
Ws-wag-brid.mxl,P5-Staff1,1,58,B-3,39.5,0.5,40.0,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,39.5,0.5,40.0,
Ws-wag-brid.mxl,Alto,1,70,B-4,40.0,1.0,41.0,
Ws-wag-brid.mxl,P5-Staff1,1,58,B-3,40.0,0.5,40.5,
Ws-wag-brid.mxl,P5-Staff1,2,70,B-4,40.0,0.5,40.5,
Ws-wag-brid.mxl,Soprano,1,75,E-5,40.0,1.0,41.0,
Ws-wag-brid.mxl,Tenor,1,67,G4,40.0,1.0,41.0,
Ws-wag-brid.mxl,Alto,1,69,A4,41.0,0.5,41.5,
Ws-wag-brid.mxl,Soprano,1,74,D5,41.0,0.5,41.5,
Ws-wag-brid.mxl,Tenor,1,65,F4,41.0,0.5,41.5,
Ws-wag-brid.mxl,Alto,1,67,G4,41.5,0.5,42.0,
Ws-wag-brid.mxl,Soprano,1,72,C5,41.5,0.5,42.0,
Ws-wag-brid.mxl,Tenor,1,63,E-4,41.5,0.5,42.0,
Ws-wag-brid.mxl,Alto,1,63,E-4,42.0,1.0,43.0,
Ws-wag-brid.mxl,Soprano,1,67,G4,42.0,1.0,43.0,
Ws-wag-brid.mxl,Tenor,1,60,C4,42.0,1.0,43.0,
Ws-wag-brid.mxl,Alto,1,63,E-4,43.0,1.0,44.0,
Ws-wag-brid.mxl,Soprano,1,67,G4,43.0,1.0,44.0,
Ws-wag-brid.mxl,Tenor,1,60,C4,43.0,1.0,44.0,
Ws-wag-brid.mxl,Alto,1,65,F4,44.0,1.0,45.0,
Ws-wag-brid.mxl,Bass,1,53,F3,44.0,1.0,45.0,
Ws-wag-brid.mxl,P5-Staff1,1,65,F4,44.0,1.0,45.0,
Ws-wag-brid.mxl,P5-Staff1,2,69,A4,44.0,1.0,45.0,
Ws-wag-brid.mxl,P5-Staff2,1,53,F3,44.0,1.0,45.0,
Ws-wag-brid.mxl,P5-Staff2,2,60,C4,44.0,1.0,45.0,
Ws-wag-brid.mxl,Soprano,1,69,A4,44.0,1.0,45.0,
