# ticks_per_quarter,384
# meta,0,0,meta_03,control track
# meta,0,0,meta_01,creator: 
# meta,0,0,meta_01,GNU LilyPond 2.12.3           
# meta,0,0,time_signature,12/8
# meta,0,0,tempo,909090
# meta,1,0,meta_03,upper
# meta,2,0,meta_03,lower
track,channel,pitch,note,start_tick,end_tick,duration_ticks,velocity,release_velocity
1,1,70,A#4,0,192,192,90,0
1,1,79,G5,192,960,768,90,0
2,2,39,D#2,192,384,192,90,0
2,2,55,G3,384,576,192,90,0
2,2,63,D#4,384,576,192,90,0
2,2,58,A#3,576,768,192,90,0
2,2,63,D#4,576,768,192,90,0
2,2,67,G4,576,768,192,90,0
2,2,51,D#3,768,960,192,90,0
1,1,77,F5,960,1152,192,90,0
2,2,56,G#3,960,1152,192,90,0
2,2,62,D4,960,1152,192,90,0
1,1,79,G5,1152,1344,192,90,0
2,2,59,B3,1152,1344,192,90,0
2,2,62,D4,1152,1344,192,90,0
2,2,68,G#4,1152,1344,192,90,0
1,1,77,F5,1344,1920,576,90,0
2,2,39,D#2,1344,1536,192,90,0
2,2,55,G3,1536,1728,192,90,0
2,2,63,D#4,1536,1728,192,90,0
2,2,58,A#3,1728,1920,192,90,0
2,2,63,D#4,1728,1920,192,90,0
2,2,67,G4,1728,1920,192,90,0
1,1,75,D#5,1920,2304,384,90,0
2,2,38,D2,1920,2112,192,90,0
2,2,55,G3,2112,2304,192,90,0
2,2,63,D#4,2112,2304,192,90,0
1,1,70,A#4,2304,2496,192,90,0
2,2,58,A#3,2304,2496,192,90,0
2,2,63,D#4,2304,2496,192,90,0
2,2,67,G4,2304,2496,192,90,0
1,1,79,G5,2496,2880,384,90,0
2,2,36,C2,2496,2688,192,90,0
2,2,55,G3,2688,2880,192,90,0
2,2,64,E4,2688,2880,192,90,0
1,1,72,C5,2880,3072,192,90,0
2,2,58,A#3,2880,3072,192,90,0
2,2,64,E4,2880,3072,192,90,0
2,2,67,G4,2880,3072,192,90,0
1,1,84,C6,3072,3456,384,90,0
2,2,48,C3,3072,3264,192,90,0
2,2,55,G3,3264,3456,192,90,0
2,2,64,E4,3264,3456,192,90,0
1,1,79,G5,3456,3648,192,90,0
2,2,60,C4,3456,3648,192,90,0
2,2,64,E4,3456,3648,192,90,0
2,2,70,A#4,3456,3648,192,90,0
1,1,82,A#5,3648,4224,576,90,0
2,2,41,F2,3648,3840,192,90,0
2,2,53,F3,3840,4032,192,90,0
2,2,61,C#4,3840,4032,192,90,0
2,2,58,A#3,4032,4224,192,90,0
2,2,61,C#4,4032,4224,192,90,0
2,2,64,E4,4032,4224,192,90,0
1,1,80,G#5,4224,4608,384,90,0
2,2,41,F2,4224,4416,192,90,0
2,2,53,F3,4416,4608,192,90,0
2,2,60,C4,4416,4608,192,90,0
1,1,79,G5,4608,4800,192,90,0
2,2,56,G#3,4608,4800,192,90,0
2,2,60,C4,4608,4800,192,90,0
2,2,65,F4,4608,4800,192,90,0
1,1,77,F5,4800,5376,576,90,0
2,2,46,A#2,4800,4992,192,90,0
2,2,53,F3,4992,5184,192,90,0
2,2,62,D4,4992,5184,192,90,0
2,2,58,A#3,5184,5376,192,90,0
2,2,62,D4,5184,5376,192,90,0
2,2,68,G#4,5184,5376,192,90,0
1,1,79,G5,5376,5760,384,90,0
2,2,47,B2,5376,5568,192,90,0
2,2,55,G3,5568,5760,192,90,0
2,2,65,F4,5568,5760,192,90,0
1,1,74,D5,5760,5952,192,90,0
2,2,62,D4,5760,5952,192,90,0
2,2,65,F4,5760,5952,192,90,0
2,2,67,G4,5760,5952,192,90,0
1,1,75,D#5,5952,6528,576,90,0
2,2,48,C3,5952,6144,192,90,0
2,2,55,G3,6144,6336,192,90,0
2,2,63,D#4,6144,6336,192,90,0
2,2,60,C4,6336,6528,192,90,0
2,2,63,D#4,6336,6528,192,90,0
2,2,67,G4,6336,6528,192,90,0
1,1,72,C5,6528,7104,576,90,0
2,2,45,A2,6528,6720,192,90,0
2,2,54,F#3,6720,6912,192,90,0
2,2,63,D#4,6720,6912,192,90,0
2,2,60,C4,6912,7104,192,90,0
2,2,63,D#4,6912,7104,192,90,0
2,2,66,F#4,6912,7104,192,90,0
1,1,70,A#4,7104,7296,192,90,0
2,2,46,A#2,7104,7296,192,90,0
1,1,86,D6,7296,7488,192,90,0
2,2,53,F3,7296,7488,192,90,0
2,2,63,D#4,7296,7488,192,90,0
1,1,84,C6,7488,7680,192,90,0
2,2,58,A#3,7488,7680,192,90,0
2,2,63,D#4,7488,7680,192,90,0
2,2,68,G#4,7488,7680,192,90,0
1,1,82,A#5,7680,7776,96,90,0
2,2,34,A#1,7680,7872,192,90,0
