# unit,quarterLength
# source,craigsapp/mozart-piano-sonatas
# license,CC BY-NC-SA 4.0
source_file,section,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
kern/sonata08-1.krn,1,spine_0,1,57,A3,0.0,0.5,0.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,0.0,0.5,0.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,0.0,0.5,0.5,
kern/sonata08-1.krn,1,spine_1,1,75,D#5,0.0,0.0,0.0,
kern/sonata08-1.krn,1,spine_1,1,76,E5,0.0,1.0,1.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,0.5,0.5,1.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,0.5,0.5,1.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,0.5,0.5,1.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,1.0,0.5,1.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,1.0,0.5,1.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,1.0,0.5,1.5,
kern/sonata08-1.krn,1,spine_1,1,76,E5,1.0,0.75,1.75,
kern/sonata08-1.krn,1,spine_0,1,57,A3,1.5,0.5,2.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,1.5,0.5,2.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,1.5,0.5,2.0,
kern/sonata08-1.krn,1,spine_1,1,76,E5,1.75,0.25,2.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,2.0,0.5,2.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,2.0,0.5,2.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,2.0,0.5,2.5,
kern/sonata08-1.krn,1,spine_1,1,76,E5,2.0,1.0,3.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,2.5,0.5,3.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,2.5,0.5,3.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,2.5,0.5,3.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,3.0,0.5,3.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,3.0,0.5,3.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,3.0,0.5,3.5,
kern/sonata08-1.krn,1,spine_1,1,72,C5,3.0,0.75,3.75,
kern/sonata08-1.krn,1,spine_0,1,57,A3,3.5,0.5,4.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,3.5,0.5,4.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,3.5,0.5,4.0,
kern/sonata08-1.krn,1,spine_1,1,69,A4,3.75,0.25,4.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,4.0,0.5,4.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,4.0,0.5,4.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,4.0,0.5,4.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,4.0,0.5,4.5,
kern/sonata08-1.krn,1,spine_1,1,68,G#4,4.0,1.0,5.0,
kern/sonata08-1.krn,1,spine_1,1,69,A4,4.0,0.0,4.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,4.5,0.5,5.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,4.5,0.5,5.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,4.5,0.5,5.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,4.5,0.5,5.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,5.0,0.5,5.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,5.0,0.5,5.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,5.0,0.5,5.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,5.0,0.5,5.5,
kern/sonata08-1.krn,1,spine_1,1,68,G#4,5.0,2.0,7.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,5.5,0.5,6.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,5.5,0.5,6.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,5.5,0.5,6.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,5.5,0.5,6.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,6.0,0.5,6.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,6.0,0.5,6.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,6.0,0.5,6.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,6.0,0.5,6.5,
kern/sonata08-1.krn,1,spine_0,1,57,A3,6.5,0.5,7.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,6.5,0.5,7.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,6.5,0.5,7.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,6.5,0.5,7.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,7.0,0.5,7.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,7.0,0.5,7.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,7.0,0.5,7.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,7.0,0.5,7.5,
kern/sonata08-1.krn,1,spine_1,1,74,D5,7.0,0.75,7.75,
kern/sonata08-1.krn,1,spine_0,1,57,A3,7.5,0.5,8.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,7.5,0.5,8.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,7.5,0.5,8.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,7.5,0.5,8.0,
kern/sonata08-1.krn,1,spine_1,1,71,B4,7.75,0.25,8.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,8.0,0.5,8.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,8.0,0.5,8.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,8.0,0.5,8.5,
kern/sonata08-1.krn,1,spine_1,1,76,E5,8.0,1.0,9.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,8.5,0.5,9.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,8.5,0.5,9.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,8.5,0.5,9.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,9.0,0.5,9.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,9.0,0.5,9.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,9.0,0.5,9.5,
kern/sonata08-1.krn,1,spine_1,1,76,E5,9.0,0.75,9.75,
kern/sonata08-1.krn,1,spine_0,1,57,A3,9.5,0.5,10.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,9.5,0.5,10.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,9.5,0.5,10.0,
kern/sonata08-1.krn,1,spine_1,1,76,E5,9.75,0.25,10.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,10.0,0.5,10.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,10.0,0.5,10.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,10.0,0.5,10.5,
kern/sonata08-1.krn,1,spine_1,1,76,E5,10.0,0.5,10.5,
kern/sonata08-1.krn,1,spine_0,1,57,A3,10.5,0.5,11.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,10.5,0.5,11.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,10.5,0.5,11.0,
kern/sonata08-1.krn,1,spine_1,1,77,F5,10.5,0.25,10.75,
kern/sonata08-1.krn,1,spine_1,1,76,E5,10.75,0.25,11.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,11.0,0.5,11.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,11.0,0.5,11.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,11.0,0.5,11.5,
kern/sonata08-1.krn,1,spine_1,1,74,D5,11.0,0.25,11.25,
kern/sonata08-1.krn,1,spine_1,1,72,C5,11.25,0.25,11.5,
kern/sonata08-1.krn,1,spine_0,1,57,A3,11.5,0.5,12.0,
kern/sonata08-1.krn,1,spine_0,2,60,C4,11.5,0.5,12.0,
kern/sonata08-1.krn,1,spine_0,3,64,E4,11.5,0.5,12.0,
kern/sonata08-1.krn,1,spine_1,1,71,B4,11.5,0.25,11.75,
kern/sonata08-1.krn,1,spine_1,1,69,A4,11.75,0.25,12.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,12.0,0.5,12.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,12.0,0.5,12.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,12.0,0.5,12.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,12.0,0.5,12.5,
kern/sonata08-1.krn,1,spine_1,1,68,G#4,12.0,1.0,13.0,
kern/sonata08-1.krn,1,spine_1,1,69,A4,12.0,0.0,12.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,12.5,0.5,13.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,12.5,0.5,13.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,12.5,0.5,13.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,12.5,0.5,13.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,13.0,0.5,13.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,13.0,0.5,13.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,13.0,0.5,13.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,13.0,0.5,13.5,
kern/sonata08-1.krn,1,spine_1,1,68,G#4,13.0,2.0,15.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,13.5,0.5,14.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,13.5,0.5,14.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,13.5,0.5,14.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,13.5,0.5,14.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,14.0,0.5,14.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,14.0,0.5,14.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,14.0,0.5,14.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,14.0,0.5,14.5,
kern/sonata08-1.krn,1,spine_0,1,57,A3,14.5,0.5,15.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,14.5,0.5,15.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,14.5,0.5,15.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,14.5,0.5,15.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,15.0,0.5,15.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,15.0,0.5,15.5,
kern/sonata08-1.krn,1,spine_0,3,62,D4,15.0,0.5,15.5,
kern/sonata08-1.krn,1,spine_0,4,64,E4,15.0,0.5,15.5,
kern/sonata08-1.krn,1,spine_1,1,74,D5,15.0,0.75,15.75,
kern/sonata08-1.krn,1,spine_0,1,57,A3,15.5,0.5,16.0,
kern/sonata08-1.krn,1,spine_0,2,59,B3,15.5,0.5,16.0,
kern/sonata08-1.krn,1,spine_0,3,62,D4,15.5,0.5,16.0,
kern/sonata08-1.krn,1,spine_0,4,64,E4,15.5,0.5,16.0,
kern/sonata08-1.krn,1,spine_1,1,71,B4,15.75,0.25,16.0,
kern/sonata08-1.krn,1,spine_0,1,57,A3,16.0,0.5,16.5,
kern/sonata08-1.krn,1,spine_0,2,60,C4,16.0,0.5,16.5,
kern/sonata08-1.krn,1,spine_0,3,64,E4,16.0,0.5,16.5,
kern/sonata08-1.krn,1,spine_1,1,72,C5,16.0,0.75,16.75,
kern/sonata08-1.krn,1,spine_1,2,76,E5,16.0,0.75,16.75,
kern/sonata08-1.krn,1,spine_0,1,57,A3,16.5,0.5,17.0,
kern/sonata08-1.krn,1,spine_1,1,69,A4,16.75,0.25,17.0,
kern/sonata08-1.krn,1,spine_1,2,72,C5,16.75,0.25,17.0,
kern/sonata08-1.krn,1,spine_0,1,52,E3,17.0,0.5,17.5,
kern/sonata08-1.krn,1,spine_1,1,72,C5,17.0,1.0,18.0,
kern/sonata08-1.krn,1,spine_1,2,76,E5,17.0,1.0,18.0,
kern/sonata08-1.krn,1,spine_0,1,48,C3,17.5,0.5,18.0,
kern/sonata08-1.krn,1,spine_0,1,45,A2,18.0,1.0,19.0,
kern/sonata08-1.krn,1,spine_1,1,69,A4,18.5,0.5,19.0,
kern/sonata08-1.krn,1,spine_1,2,72,C5,18.5,0.5,19.0,
kern/sonata08-1.krn,1,spine_1,1,71,B4,19.0,0.5,19.5,
kern/sonata08-1.krn,1,spine_1,2,74,D5,19.0,0.5,19.5,
kern/sonata08-1.krn,1,spine_1,1,72,C5,19.5,0.5,20.0,
kern/sonata08-1.krn,1,spine_1,2,76,E5,19.5,0.5,20.0,
kern/sonata08-1.krn,1,spine_1,1,73,C#5,20.0,1.0,21.0,
kern/sonata08-1.krn,1,spine_1,2,76,E5,20.0,1.0,21.0,
kern/sonata08-1.krn,1,spine_0,1,53,F3,21.0,1.0,22.0,
kern/sonata08-1.krn,1,spine_0,2,57,A3,21.0,1.0,22.0,
kern/sonata08-1.krn,1,spine_0,3,60,C4,21.0,1.0,22.0,
kern/sonata08-1.krn,1,spine_0,1,62,D4,21.0,1.0,22.0,start
kern/sonata08-1.krn,1,spine_1,1,74,D5,21.0,0.5,21.5,
kern/sonata08-1.krn,1,spine_1,2,77,F5,21.0,0.5,21.5,
kern/sonata08-1.krn,1,spine_0,1,55,G3,22.0,0.5,22.5,
kern/sonata08-1.krn,1,spine_0,2,59,B3,22.0,0.5,22.5,
kern/sonata08-1.krn,1,spine_0,1,62,D4,22.0,0.5,22.5,stop
kern/sonata08-1.krn,1,spine_1,1,67,G4,22.5,0.5,23.0,
kern/sonata08-1.krn,1,spine_1,2,71,B4,22.5,0.5,23.0,
kern/sonata08-1.krn,1,spine_1,1,69,A4,23.0,0.5,23.5,
kern/sonata08-1.krn,1,spine_1,2,72,C5,23.0,0.5,23.5,
kern/sonata08-1.krn,1,spine_1,1,71,B4,23.5,0.5,24.0,
kern/sonata08-1.krn,1,spine_1,2,74,D5,23.5,0.5,24.0,
kern/sonata08-1.krn,1,spine_1,1,71,B4,24.0,1.0,25.0,
kern/sonata08-1.krn,1,spine_1,2,75,D#5,24.0,1.0,25.0,
kern/sonata08-1.krn,1,spine_0,1,52,E3,25.0,1.0,26.0,
kern/sonata08-1.krn,1,spine_0,2,55,G3,25.0,1.0,26.0,
kern/sonata08-1.krn,1,spine_0,3,59,B3,25.0,1.0,26.0,
kern/sonata08-1.krn,1,spine_0,1,60,C4,25.0,1.0,26.0,start
kern/sonata08-1.krn,1,spine_1,1,72,C5,25.0,0.5,25.5,
kern/sonata08-1.krn,1,spine_1,2,76,E5,25.0,0.5,25.5,
kern/sonata08-1.krn,1,spine_0,1,53,F3,26.0,0.5,26.5,
kern/sonata08-1.krn,1,spine_0,2,57,A3,26.0,0.5,26.5,
kern/sonata08-1.krn,1,spine_0,1,60,C4,26.0,0.5,26.5,stop
kern/sonata08-1.krn,1,spine_1,1,65,F4,26.5,0.5,27.0,
kern/sonata08-1.krn,1,spine_1,2,69,A4,26.5,0.5,27.0,
kern/sonata08-1.krn,1,spine_1,1,68,G#4,27.0,0.5,27.5,
kern/sonata08-1.krn,1,spine_1,2,71,B4,27.0,0.5,27.5,
kern/sonata08-1.krn,1,spine_1,1,69,A4,27.5,0.5,28.0,
kern/sonata08-1.krn,1,spine_1,2,72,C5,27.5,0.5,28.0,
kern/sonata08-1.krn,1,spine_1,1,72,C5,28.0,0.75,28.75,
kern/sonata08-1.krn,1,spine_1,1,71,B4,28.75,0.25,29.0,
kern/sonata08-1.krn,1,spine_0,1,50,D3,29.0,1.0,30.0,
kern/sonata08-1.krn,1,spine_0,2,53,F3,29.0,1.0,30.0,
kern/sonata08-1.krn,1,spine_0,3,59,B3,29.0,1.0,30.0,
kern/sonata08-1.krn,1,spine_1,1,77,F5,29.0,0.75,29.75,
kern/sonata08-1.krn,1,spine_1,1,74,D5,29.75,0.25,30.0,
kern/sonata08-1.krn,1,spine_0,1,52,E3,30.0,1.0,31.0,
kern/sonata08-1.krn,1,spine_0,2,57,A3,30.0,1.0,31.0,
kern/sonata08-1.krn,1,spine_0,3,60,C4,30.0,1.0,31.0,
kern/sonata08-1.krn,1,spine_1,1,72,C5,30.0,0.75,30.75,
