# ticks_per_quarter,384
# meta,0,0,meta_03,control track
# meta,0,0,meta_01,creator: 
# meta,0,0,meta_01,GNU LilyPond 2.12.3           
# meta,0,0,time_signature,9/8
# meta,0,0,tempo,1000000
# meta,1,0,meta_03,upper
# meta,2,0,meta_03,lower
track,channel,pitch,note,start_tick,end_tick,duration_ticks,velocity,release_velocity
2,2,65,F4,192,1728,1536,90,0
2,2,68,G#4,192,1728,1536,90,0
1,1,77,F5,384,1152,768,90,0
1,1,80,G#5,384,1152,768,90,0
1,1,73,C#5,1152,1920,768,90,0
1,1,77,F5,1152,1920,768,90,0
2,2,66,F#4,1728,3456,1728,90,0
2,2,69,A4,1728,3456,1728,90,0
1,1,72,C5,1920,2112,192,90,0
1,1,75,D#5,1920,2112,192,90,0
1,1,73,C#5,2112,2304,192,90,0
1,1,77,F5,2112,2304,192,90,0
1,1,72,C5,2304,3648,1344,90,0
1,1,75,D#5,2304,3648,1344,90,0
2,2,65,F4,3456,5184,1728,90,0
2,2,68,G#4,3456,5184,1728,90,0
1,1,70,A#4,3648,3840,192,90,0
1,1,73,C#5,3648,3840,192,90,0
1,1,72,C5,3840,4032,192,90,0
1,1,75,D#5,3840,4032,192,90,0
1,1,70,A#4,4032,5376,1344,90,0
1,1,73,C#5,4032,4320,288,90,0
1,1,77,F5,4320,4896,576,90,0
1,1,73,C#5,4896,5376,480,90,0
2,2,63,D#4,5184,6912,1728,90,0
2,2,66,F#4,5184,6912,1728,90,0
1,1,68,G#4,5376,5568,192,90,0
1,1,72,C5,5376,5568,192,90,0
1,1,70,A#4,5568,5760,192,90,0
1,1,73,C#5,5568,5760,192,90,0
1,1,68,G#4,5760,6912,1152,90,0
1,1,72,C5,5760,7104,1344,90,0
1,1,66,F#4,6912,8064,1152,90,0
2,2,61,C#4,6912,8064,1152,90,0
2,2,63,D#4,6912,8064,1152,90,0
1,1,70,A#4,7104,7296,192,90,0
1,1,72,C5,7296,7488,192,90,0
1,1,70,A#4,7488,7680,192,90,0
1,1,75,D#5,7680,7872,192,90,0
1,1,70,A#4,7872,8064,192,90,0
1,1,66,F#4,8064,8640,576,90,0
1,1,68,G#4,8064,8256,192,90,0
2,2,60,C4,8064,8640,576,90,0
2,2,63,D#4,8064,8640,576,90,0
1,1,70,A#4,8256,8448,192,90,0
1,1,68,G#4,8448,8832,384,90,0
1,1,63,D#4,8640,9792,1152,90,0
2,2,58,A#3,8640,9792,1152,90,0
2,2,61,C#4,8640,9792,1152,90,0
1,1,66,F#4,8832,9024,192,90,0
1,1,68,G#4,9024,9216,192,90,0
1,1,66,F#4,9216,9792,576,90,0
1,1,63,D#4,9792,10368,576,90,0
1,1,65,F4,9792,10560,768,90,0
2,2,57,A3,9792,10368,576,90,0
2,2,60,C4,9792,10368,576,90,0
1,1,61,C#4,10368,12096,1728,90,0
2,2,56,G#3,10368,11520,1152,90,0
2,2,58,A#3,10368,12096,1728,90,0
1,1,65,F4,10560,10752,192,90,0
1,1,66,F#4,10752,10944,192,90,0
1,1,65,F4,10944,11136,192,90,0
1,1,70,A#4,11136,11328,192,90,0
1,1,65,F4,11328,11520,192,90,0
1,1,63,D#4,11520,11712,192,90,0
2,2,54,F#3,11520,12096,576,90,0
1,1,65,F4,11712,11904,192,90,0
