# unit,quarterLength
# source,OpenScore/Lieder
# source_path,scores/Schubert,_Franz/Schwanengesang,_D.957/4_Ständchen/lc5004835.mxl
# license,CC0-1.0
source_file,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
lc5004835.mxl,Voice,1,70,B-4,12.333333333333334,0.3333333333333333,12.666666666666668,
lc5004835.mxl,P2-Staff1,1,57,A3,12.5,0.5,13.0,
lc5004835.mxl,P2-Staff1,2,62,D4,12.5,0.5,13.0,
lc5004835.mxl,Voice,1,69,A4,12.666666666666666,0.3333333333333333,13.0,
lc5004835.mxl,P2-Staff1,1,62,D4,13.0,0.5,13.5,
lc5004835.mxl,P2-Staff1,2,65,F4,13.0,0.5,13.5,
lc5004835.mxl,Voice,1,74,D5,13.0,1.5,14.5,
lc5004835.mxl,P2-Staff1,1,57,A3,13.5,0.5,14.0,
lc5004835.mxl,P2-Staff1,2,62,D4,13.5,0.5,14.0,
lc5004835.mxl,P2-Staff1,1,62,D4,14.0,0.5,14.5,
lc5004835.mxl,P2-Staff1,2,65,F4,14.0,0.5,14.5,
lc5004835.mxl,P2-Staff1,1,57,A3,14.5,0.5,15.0,
lc5004835.mxl,P2-Staff1,2,62,D4,14.5,0.5,15.0,
lc5004835.mxl,Voice,1,69,A4,14.5,0.5,15.0,
lc5004835.mxl,P2-Staff2,1,34,B-1,15.0,2.0,17.0,
lc5004835.mxl,P2-Staff2,2,46,B-2,15.0,2.0,17.0,
lc5004835.mxl,Voice,1,67,G4,15.0,0.3333333333333333,15.333333333333334,
lc5004835.mxl,Voice,1,69,A4,15.333333333333334,0.3333333333333333,15.666666666666668,
lc5004835.mxl,P2-Staff1,1,55,G3,15.5,0.5,16.0,
lc5004835.mxl,P2-Staff1,2,62,D4,15.5,0.5,16.0,
lc5004835.mxl,Voice,1,67,G4,15.666666666666666,0.3333333333333333,16.0,
lc5004835.mxl,P2-Staff1,1,62,D4,16.0,0.5,16.5,
lc5004835.mxl,P2-Staff1,2,64,E4,16.0,0.5,16.5,
lc5004835.mxl,Voice,1,74,D5,16.0,1.0,17.0,
lc5004835.mxl,P2-Staff1,1,55,G3,16.5,0.5,17.0,
lc5004835.mxl,P2-Staff1,2,62,D4,16.5,0.5,17.0,
lc5004835.mxl,P2-Staff1,1,62,D4,17.0,0.5,17.5,
lc5004835.mxl,P2-Staff1,2,64,E4,17.0,0.5,17.5,
lc5004835.mxl,Voice,1,67,G4,17.0,0.5,17.5,
lc5004835.mxl,P2-Staff1,1,55,G3,17.5,0.5,18.0,
lc5004835.mxl,P2-Staff1,2,62,D4,17.5,0.5,18.0,
lc5004835.mxl,P2-Staff2,1,33,A1,18.0,2.0,20.0,
lc5004835.mxl,P2-Staff2,2,45,A2,18.0,2.0,20.0,
lc5004835.mxl,Voice,1,69,A4,18.0,1.5,19.5,
lc5004835.mxl,P2-Staff1,1,55,G3,18.5,0.5,19.0,
lc5004835.mxl,P2-Staff1,2,57,A3,18.5,0.5,19.0,
lc5004835.mxl,P2-Staff1,3,61,C#4,18.5,0.5,19.0,
lc5004835.mxl,P2-Staff1,1,57,A3,19.0,0.5,19.5,
lc5004835.mxl,P2-Staff1,2,61,C#4,19.0,0.5,19.5,
lc5004835.mxl,P2-Staff1,3,64,E4,19.0,0.5,19.5,
lc5004835.mxl,P2-Staff1,1,55,G3,19.5,0.5,20.0,
lc5004835.mxl,P2-Staff1,2,57,A3,19.5,0.5,20.0,
lc5004835.mxl,P2-Staff1,3,61,C#4,19.5,0.5,20.0,
lc5004835.mxl,Voice,1,67,G4,19.5,0.5,20.0,
lc5004835.mxl,P2-Staff1,1,57,A3,20.0,0.5,20.5,
lc5004835.mxl,P2-Staff1,2,61,C#4,20.0,0.5,20.5,
lc5004835.mxl,P2-Staff1,3,64,E4,20.0,0.5,20.5,
lc5004835.mxl,Voice,1,67,G4,20.0,0.3333333333333333,20.333333333333332,
lc5004835.mxl,Voice,1,65,F4,20.333333333333332,0.3333333333333333,20.666666666666664,
lc5004835.mxl,P2-Staff1,1,55,G3,20.5,0.5,21.0,
lc5004835.mxl,P2-Staff1,2,57,A3,20.5,0.5,21.0,
lc5004835.mxl,P2-Staff1,3,61,C#4,20.5,0.5,21.0,
lc5004835.mxl,Voice,1,64,E4,20.666666666666668,0.3333333333333333,21.0,
lc5004835.mxl,P2-Staff2,1,38,D2,21.0,2.0,23.0,
lc5004835.mxl,P2-Staff2,2,50,D3,21.0,2.0,23.0,
lc5004835.mxl,Voice,1,65,F4,21.0,2.0,23.0,
lc5004835.mxl,P2-Staff1,1,53,F3,21.5,0.5,22.0,
lc5004835.mxl,P2-Staff1,2,57,A3,21.5,0.5,22.0,
lc5004835.mxl,P2-Staff1,3,62,D4,21.5,0.5,22.0,
lc5004835.mxl,P2-Staff1,1,57,A3,22.0,0.5,22.5,
lc5004835.mxl,P2-Staff1,2,62,D4,22.0,0.5,22.5,
lc5004835.mxl,P2-Staff1,3,65,F4,22.0,0.5,22.5,
lc5004835.mxl,P2-Staff1,1,53,F3,22.5,0.5,23.0,
lc5004835.mxl,P2-Staff1,2,57,A3,22.5,0.5,23.0,
lc5004835.mxl,P2-Staff1,3,62,D4,22.5,0.5,23.0,
lc5004835.mxl,P2-Staff1,1,57,A3,23.0,0.5,23.5,
lc5004835.mxl,P2-Staff1,2,62,D4,23.0,0.5,23.5,
lc5004835.mxl,P2-Staff1,3,65,F4,23.0,0.5,23.5,
lc5004835.mxl,P2-Staff1,1,53,F3,23.5,0.5,24.0,
lc5004835.mxl,P2-Staff1,2,57,A3,23.5,0.5,24.0,
lc5004835.mxl,P2-Staff1,3,62,D4,23.5,0.5,24.0,
lc5004835.mxl,P2-Staff1,1,73,C#5,24.0,1.5,25.5,
lc5004835.mxl,P2-Staff1,2,81,A5,24.0,1.5,25.5,
lc5004835.mxl,P2-Staff2,1,33,A1,24.0,0.5,24.5,
lc5004835.mxl,P2-Staff2,2,45,A2,24.0,0.5,24.5,
lc5004835.mxl,P2-Staff2,1,57,A3,24.5,0.5,25.0,
lc5004835.mxl,P2-Staff2,2,64,E4,24.5,0.5,25.0,
lc5004835.mxl,P2-Staff2,1,64,E4,25.0,0.5,25.5,
lc5004835.mxl,P2-Staff2,2,67,G4,25.0,0.5,25.5,
lc5004835.mxl,P2-Staff1,1,76,E5,25.5,0.5,26.0,
lc5004835.mxl,P2-Staff1,2,79,G5,25.5,0.5,26.0,
lc5004835.mxl,P2-Staff2,1,57,A3,25.5,0.5,26.0,
lc5004835.mxl,P2-Staff2,2,64,E4,25.5,0.5,26.0,
lc5004835.mxl,P2-Staff1,1,76,E5,26.0,0.3333333333333333,26.333333333333332,
lc5004835.mxl,P2-Staff1,2,79,G5,26.0,0.3333333333333333,26.333333333333332,
lc5004835.mxl,P2-Staff2,1,64,E4,26.0,0.5,26.5,
lc5004835.mxl,P2-Staff2,2,67,G4,26.0,0.5,26.5,
lc5004835.mxl,P2-Staff1,1,74,D5,26.333333333333332,0.3333333333333333,26.666666666666664,
lc5004835.mxl,P2-Staff1,2,77,F5,26.333333333333332,0.3333333333333333,26.666666666666664,
lc5004835.mxl,P2-Staff2,1,57,A3,26.5,0.5,27.0,
lc5004835.mxl,P2-Staff2,2,64,E4,26.5,0.5,27.0,
lc5004835.mxl,P2-Staff1,1,73,C#5,26.666666666666668,0.3333333333333333,27.0,
lc5004835.mxl,P2-Staff1,2,76,E5,26.666666666666668,0.3333333333333333,27.0,
lc5004835.mxl,P2-Staff1,1,74,D5,27.0,3.0,30.0,
lc5004835.mxl,P2-Staff1,2,77,F5,27.0,3.0,30.0,
lc5004835.mxl,P2-Staff2,1,38,D2,27.0,0.5,27.5,
lc5004835.mxl,P2-Staff2,2,50,D3,27.0,0.5,27.5,
lc5004835.mxl,P2-Staff2,1,57,A3,27.5,0.5,28.0,
lc5004835.mxl,P2-Staff2,2,62,D4,27.5,0.5,28.0,
lc5004835.mxl,P2-Staff2,1,62,D4,28.0,0.5,28.5,
lc5004835.mxl,P2-Staff2,2,65,F4,28.0,0.5,28.5,
lc5004835.mxl,P2-Staff2,1,57,A3,28.5,0.5,29.0,
lc5004835.mxl,P2-Staff2,2,62,D4,28.5,0.5,29.0,
lc5004835.mxl,P2-Staff2,1,62,D4,29.0,0.5,29.5,
lc5004835.mxl,P2-Staff2,2,65,F4,29.0,0.5,29.5,
lc5004835.mxl,P2-Staff2,1,57,A3,29.5,0.5,30.0,
lc5004835.mxl,P2-Staff2,2,62,D4,29.5,0.5,30.0,
lc5004835.mxl,P2-Staff2,1,38,D2,30.0,2.0,32.0,
lc5004835.mxl,P2-Staff2,2,50,D3,30.0,2.0,32.0,
lc5004835.mxl,Voice,1,69,A4,30.0,0.3333333333333333,30.333333333333332,
lc5004835.mxl,Voice,1,70,B-4,30.333333333333332,0.3333333333333333,30.666666666666664,
lc5004835.mxl,P2-Staff1,1,57,A3,30.5,0.5,31.0,
lc5004835.mxl,P2-Staff1,2,62,D4,30.5,0.5,31.0,
lc5004835.mxl,Voice,1,69,A4,30.666666666666668,0.3333333333333333,31.0,
lc5004835.mxl,P2-Staff1,1,62,D4,31.0,0.5,31.5,
lc5004835.mxl,P2-Staff1,2,65,F4,31.0,0.5,31.5,
lc5004835.mxl,Voice,1,77,F5,31.0,1.5,32.5,
lc5004835.mxl,P2-Staff1,1,57,A3,31.5,0.5,32.0,
lc5004835.mxl,P2-Staff1,2,62,D4,31.5,0.5,32.0,
lc5004835.mxl,P2-Staff1,1,62,D4,32.0,0.5,32.5,
lc5004835.mxl,P2-Staff1,2,65,F4,32.0,0.5,32.5,
lc5004835.mxl,P2-Staff1,1,57,A3,32.5,0.5,33.0,
lc5004835.mxl,P2-Staff1,2,62,D4,32.5,0.5,33.0,
lc5004835.mxl,Voice,1,69,A4,32.5,0.5,33.0,
lc5004835.mxl,P2-Staff2,1,34,B-1,33.0,2.0,35.0,
lc5004835.mxl,P2-Staff2,2,46,B-2,33.0,2.0,35.0,
lc5004835.mxl,Voice,1,67,G4,33.0,0.3333333333333333,33.333333333333336,
lc5004835.mxl,Voice,1,69,A4,33.333333333333336,0.3333333333333333,33.66666666666667,
lc5004835.mxl,P2-Staff1,1,55,G3,33.5,0.5,34.0,
lc5004835.mxl,P2-Staff1,2,62,D4,33.5,0.5,34.0,
lc5004835.mxl,Voice,1,67,G4,33.666666666666664,0.3333333333333333,34.0,
lc5004835.mxl,P2-Staff1,1,62,D4,34.0,0.5,34.5,
lc5004835.mxl,P2-Staff1,2,64,E4,34.0,0.5,34.5,
lc5004835.mxl,Voice,1,76,E5,34.0,1.5,35.5,
lc5004835.mxl,P2-Staff1,1,55,G3,34.5,0.5,35.0,
lc5004835.mxl,P2-Staff1,2,62,D4,34.5,0.5,35.0,
lc5004835.mxl,P2-Staff1,1,62,D4,35.0,0.5,35.5,
lc5004835.mxl,P2-Staff1,2,64,E4,35.0,0.5,35.5,
lc5004835.mxl,P2-Staff1,1,55,G3,35.5,0.5,36.0,
lc5004835.mxl,P2-Staff1,2,62,D4,35.5,0.5,36.0,
lc5004835.mxl,Voice,1,74,D5,35.5,0.5,36.0,
lc5004835.mxl,P2-Staff2,1,36,C2,36.0,2.0,38.0,
lc5004835.mxl,P2-Staff2,2,48,C3,36.0,2.0,38.0,
lc5004835.mxl,Voice,1,72,C5,36.0,1.5,37.5,
lc5004835.mxl,P2-Staff1,1,55,G3,36.5,0.5,37.0,
lc5004835.mxl,P2-Staff1,2,58,B-3,36.5,0.5,37.0,
lc5004835.mxl,P2-Staff1,3,60,C4,36.5,0.5,37.0,
lc5004835.mxl,P2-Staff1,1,58,B-3,37.0,0.5,37.5,
lc5004835.mxl,P2-Staff1,2,60,C4,37.0,0.5,37.5,
lc5004835.mxl,P2-Staff1,3,64,E4,37.0,0.5,37.5,
lc5004835.mxl,P2-Staff1,1,55,G3,37.5,0.5,38.0,
lc5004835.mxl,P2-Staff1,2,58,B-3,37.5,0.5,38.0,
lc5004835.mxl,P2-Staff1,3,60,C4,37.5,0.5,38.0,
lc5004835.mxl,Voice,1,70,B-4,37.5,0.5,38.0,
lc5004835.mxl,P2-Staff1,1,58,B-3,38.0,0.5,38.5,
lc5004835.mxl,P2-Staff1,2,60,C4,38.0,0.5,38.5,
lc5004835.mxl,P2-Staff1,3,64,E4,38.0,0.5,38.5,
lc5004835.mxl,Voice,1,70,B-4,38.0,0.3333333333333333,38.333333333333336,
lc5004835.mxl,Voice,1,69,A4,38.333333333333336,0.3333333333333333,38.66666666666667,
lc5004835.mxl,P2-Staff1,1,55,G3,38.5,0.5,39.0,
lc5004835.mxl,P2-Staff1,2,58,B-3,38.5,0.5,39.0,
lc5004835.mxl,P2-Staff1,3,60,C4,38.5,0.5,39.0,
lc5004835.mxl,Voice,1,67,G4,38.666666666666664,0.3333333333333333,39.0,
lc5004835.mxl,P2-Staff2,1,29,F1,39.0,2.0,41.0,
lc5004835.mxl,P2-Staff2,2,41,F2,39.0,2.0,41.0,
lc5004835.mxl,Voice,1,69,A4,39.0,2.0,41.0,
lc5004835.mxl,P2-Staff1,1,53,F3,39.5,0.5,40.0,
lc5004835.mxl,P2-Staff1,2,57,A3,39.5,0.5,40.0,
lc5004835.mxl,P2-Staff1,3,60,C4,39.5,0.5,40.0,
lc5004835.mxl,P2-Staff1,1,57,A3,40.0,0.5,40.5,
lc5004835.mxl,P2-Staff1,2,60,C4,40.0,0.5,40.5,
lc5004835.mxl,P2-Staff1,3,65,F4,40.0,0.5,40.5,
lc5004835.mxl,P2-Staff1,1,53,F3,40.5,0.5,41.0,
lc5004835.mxl,P2-Staff1,2,57,A3,40.5,0.5,41.0,
lc5004835.mxl,P2-Staff1,3,60,C4,40.5,0.5,41.0,
lc5004835.mxl,P2-Staff1,1,57,A3,41.0,0.5,41.5,
lc5004835.mxl,P2-Staff1,2,60,C4,41.0,0.5,41.5,
lc5004835.mxl,P2-Staff1,3,65,F4,41.0,0.5,41.5,
lc5004835.mxl,P2-Staff1,1,65,F4,41.5,0.5,42.0,
lc5004835.mxl,P2-Staff1,2,74,D5,41.5,0.5,42.0,
lc5004835.mxl,P2-Staff1,1,64,E4,42.0,1.5,43.5,
lc5004835.mxl,P2-Staff1,2,72,C5,42.0,1.5,43.5,
lc5004835.mxl,P2-Staff2,1,36,C2,42.0,0.5,42.5,
lc5004835.mxl,P2-Staff2,1,48,C3,42.5,0.5,43.0,
lc5004835.mxl,P2-Staff2,2,55,G3,42.5,0.5,43.0,
lc5004835.mxl,P2-Staff2,1,55,G3,43.0,0.5,43.5,
lc5004835.mxl,P2-Staff2,2,58,B-3,43.0,0.5,43.5,
lc5004835.mxl,P2-Staff1,1,67,G4,43.5,0.5,44.0,
lc5004835.mxl,P2-Staff1,2,70,B-4,43.5,0.5,44.0,
lc5004835.mxl,P2-Staff2,1,48,C3,43.5,0.5,44.0,
lc5004835.mxl,P2-Staff2,2,55,G3,43.5,0.5,44.0,
lc5004835.mxl,P2-Staff1,1,67,G4,44.0,0.3333333333333333,44.333333333333336,
lc5004835.mxl,P2-Staff1,2,70,B-4,44.0,0.3333333333333333,44.333333333333336,
lc5004835.mxl,P2-Staff2,1,55,G3,44.0,0.5,44.5,
lc5004835.mxl,P2-Staff2,2,58,B-3,44.0,0.5,44.5,
lc5004835.mxl,P2-Staff1,1,65,F4,44.333333333333336,0.3333333333333333,44.66666666666667,
lc5004835.mxl,P2-Staff1,2,69,A4,44.333333333333336,0.3333333333333333,44.66666666666667,
lc5004835.mxl,P2-Staff2,1,48,C3,44.5,0.5,45.0,
lc5004835.mxl,P2-Staff2,2,55,G3,44.5,0.5,45.0,
lc5004835.mxl,P2-Staff1,1,64,E4,44.666666666666664,0.3333333333333333,45.0,
lc5004835.mxl,P2-Staff1,2,67,G4,44.666666666666664,0.3333333333333333,45.0,
lc5004835.mxl,P2-Staff1,1,65,F4,45.0,3.0,48.0,
lc5004835.mxl,P2-Staff1,2,69,A4,45.0,3.0,48.0,
lc5004835.mxl,P2-Staff2,1,41,F2,45.0,0.5,45.5,
lc5004835.mxl,P2-Staff2,1,48,C3,45.5,0.5,46.0,
lc5004835.mxl,P2-Staff2,2,53,F3,45.5,0.5,46.0,
lc5004835.mxl,P2-Staff2,1,53,F3,46.0,0.5,46.5,
lc5004835.mxl,P2-Staff2,2,57,A3,46.0,0.5,46.5,
lc5004835.mxl,P2-Staff2,1,48,C3,46.5,0.5,47.0,
lc5004835.mxl,P2-Staff2,2,53,F3,46.5,0.5,47.0,
lc5004835.mxl,P2-Staff2,1,53,F3,47.0,0.5,47.5,
lc5004835.mxl,P2-Staff2,2,57,A3,47.0,0.5,47.5,
lc5004835.mxl,P2-Staff2,1,48,C3,47.5,0.5,48.0,
lc5004835.mxl,P2-Staff2,2,53,F3,47.5,0.5,48.0,
lc5004835.mxl,P2-Staff2,1,33,A1,48.0,2.0,50.0,
lc5004835.mxl,P2-Staff2,2,45,A2,48.0,2.0,50.0,
lc5004835.mxl,Voice,1,69,A4,48.0,0.75,48.75,
lc5004835.mxl,P2-Staff1,1,55,G3,48.5,0.5,49.0,
lc5004835.mxl,P2-Staff1,2,57,A3,48.5,0.5,49.0,
lc5004835.mxl,Voice,1,73,C#5,48.75,0.25,49.0,
lc5004835.mxl,P2-Staff1,1,57,A3,49.0,0.5,49.5,
lc5004835.mxl,P2-Staff1,2,61,C#4,49.0,0.5,49.5,
lc5004835.mxl,Voice,1,77,F5,49.0,1.5,50.5,
lc5004835.mxl,P2-Staff1,1,55,G3,49.5,0.5,50.0,
lc5004835.mxl,P2-Staff1,2,57,A3,49.5,0.5,50.0,
lc5004835.mxl,P2-Staff1,1,57,A3,50.0,0.5,50.5,
lc5004835.mxl,P2-Staff1,2,61,C#4,50.0,0.5,50.5,
lc5004835.mxl,P2-Staff1,1,55,G3,50.5,0.5,51.0,
lc5004835.mxl,P2-Staff1,2,57,A3,50.5,0.5,51.0,
lc5004835.mxl,Voice,1,76,E5,50.5,0.5,51.0,
lc5004835.mxl,P2-Staff2,1,38,D2,51.0,2.0,53.0,
lc5004835.mxl,P2-Staff2,2,50,D3,51.0,2.0,53.0,
lc5004835.mxl,Voice,1,74,D5,51.0,0.75,51.75,
lc5004835.mxl,P2-Staff1,1,53,F3,51.5,0.5,52.0,
lc5004835.mxl,P2-Staff1,2,57,A3,51.5,0.5,52.0,
lc5004835.mxl,Voice,1,69,A4,51.75,0.25,52.0,
lc5004835.mxl,P2-Staff1,1,57,A3,52.0,0.5,52.5,
lc5004835.mxl,P2-Staff1,2,62,D4,52.0,0.5,52.5,
lc5004835.mxl,Voice,1,65,F4,52.0,1.5,53.5,
lc5004835.mxl,P2-Staff1,1,53,F3,52.5,0.5,53.0,
lc5004835.mxl,P2-Staff1,2,57,A3,52.5,0.5,53.0,
lc5004835.mxl,P2-Staff1,1,57,A3,53.0,0.5,53.5,
lc5004835.mxl,P2-Staff1,2,62,D4,53.0,0.5,53.5,
lc5004835.mxl,P2-Staff1,1,53,F3,53.5,0.5,54.0,
lc5004835.mxl,P2-Staff1,2,57,A3,53.5,0.5,54.0,
lc5004835.mxl,Voice,1,62,D4,53.5,0.5,54.0,
lc5004835.mxl,P2-Staff2,1,34,B-1,54.0,2.0,56.0,
lc5004835.mxl,P2-Staff2,2,46,B-2,54.0,2.0,56.0,
lc5004835.mxl,Voice,1,70,B-4,54.0,0.0,54.0,
lc5004835.mxl,Voice,1,70,B-4,54.0,0.3333333333333333,54.333333333333336,
lc5004835.mxl,Voice,1,72,C5,54.0,0.0,54.0,
lc5004835.mxl,Voice,1,69,A4,54.333333333333336,0.3333333333333333,54.66666666666667,
lc5004835.mxl,P2-Staff1,1,53,F3,54.5,0.5,55.0,
lc5004835.mxl,P2-Staff1,2,58,B-3,54.5,0.5,55.0,
lc5004835.mxl,P2-Staff1,3,62,D4,54.5,0.5,55.0,
lc5004835.mxl,Voice,1,70,B-4,54.666666666666664,0.3333333333333333,55.0,
lc5004835.mxl,P2-Staff1,1,58,B-3,55.0,0.5,55.5,
lc5004835.mxl,P2-Staff1,2,62,D4,55.0,0.5,55.5,
lc5004835.mxl,P2-Staff1,3,65,F4,55.0,0.5,55.5,
lc5004835.mxl,Voice,1,74,D5,55.0,1.5,56.5,
lc5004835.mxl,P2-Staff1,1,53,F3,55.5,0.5,56.0,
lc5004835.mxl,P2-Staff1,2,58,B-3,55.5,0.5,56.0,
lc5004835.mxl,P2-Staff1,3,62,D4,55.5,0.5,56.0,
lc5004835.mxl,P2-Staff1,1,58,B-3,56.0,0.5,56.5,
lc5004835.mxl,P2-Staff1,2,62,D4,56.0,0.5,56.5,
lc5004835.mxl,P2-Staff1,3,65,F4,56.0,0.5,56.5,
lc5004835.mxl,P2-Staff1,1,53,F3,56.5,0.5,57.0,
lc5004835.mxl,P2-Staff1,2,58,B-3,56.5,0.5,57.0,
lc5004835.mxl,P2-Staff1,3,62,D4,56.5,0.5,57.0,
lc5004835.mxl,Voice,1,70,B-4,56.5,0.5,57.0,
lc5004835.mxl,P2-Staff2,1,29,F1,57.0,2.0,59.0,
lc5004835.mxl,P2-Staff2,2,41,F2,57.0,2.0,59.0,
lc5004835.mxl,Voice,1,69,A4,57.0,3.0,60.0,
lc5004835.mxl,P2-Staff1,1,53,F3,57.5,0.5,58.0,
lc5004835.mxl,P2-Staff1,2,57,A3,57.5,0.5,58.0,
lc5004835.mxl,P2-Staff1,3,60,C4,57.5,0.5,58.0,
lc5004835.mxl,P2-Staff1,1,57,A3,58.0,0.5,58.5,
lc5004835.mxl,P2-Staff1,2,60,C4,58.0,0.5,58.5,
lc5004835.mxl,P2-Staff1,3,65,F4,58.0,0.5,58.5,
lc5004835.mxl,P2-Staff1,1,53,F3,58.5,0.5,59.0,
lc5004835.mxl,P2-Staff1,2,57,A3,58.5,0.5,59.0,
lc5004835.mxl,P2-Staff1,3,60,C4,58.5,0.5,59.0,
lc5004835.mxl,P2-Staff1,1,57,A3,59.0,0.5,59.5,
lc5004835.mxl,P2-Staff1,2,60,C4,59.0,0.5,59.5,
lc5004835.mxl,P2-Staff1,3,65,F4,59.0,0.5,59.5,
lc5004835.mxl,P2-Staff1,1,53,F3,59.5,0.5,60.0,
lc5004835.mxl,P2-Staff1,2,57,A3,59.5,0.5,60.0,
lc5004835.mxl,P2-Staff1,3,60,C4,59.5,0.5,60.0,
lc5004835.mxl,P2-Staff1,1,70,B-4,60.0,0.0,60.0,
lc5004835.mxl,P2-Staff1,1,70,B-4,60.0,0.3333333333333333,60.333333333333336,
lc5004835.mxl,P2-Staff1,1,72,C5,60.0,0.0,60.0,
lc5004835.mxl,P2-Staff2,1,36,C2,60.0,0.5,60.5,
lc5004835.mxl,P2-Staff2,2,48,C3,60.0,0.5,60.5,
lc5004835.mxl,Voice,1,67,G4,60.0,0.0,60.0,
lc5004835.mxl,Voice,1,67,G4,60.0,0.3333333333333333,60.333333333333336,
lc5004835.mxl,Voice,1,69,A4,60.0,0.0,60.0,
lc5004835.mxl,P2-Staff1,1,69,A4,60.333333333333336,0.3333333333333333,60.66666666666667,
lc5004835.mxl,Voice,1,66,F#4,60.333333333333336,0.3333333333333333,60.66666666666667,
lc5004835.mxl,P2-Staff2,1,55,G3,60.5,0.5,61.0,
lc5004835.mxl,P2-Staff2,2,60,C4,60.5,0.5,61.0,
lc5004835.mxl,P2-Staff1,1,70,B-4,60.666666666666664,0.3333333333333333,61.0,
lc5004835.mxl,Voice,1,67,G4,60.666666666666664,0.3333333333333333,61.0,
lc5004835.mxl,P2-Staff1,1,74,D5,61.0,1.5,62.5,
lc5004835.mxl,P2-Staff2,1,60,C4,61.0,0.5,61.5,
