# unit,quarterLength
# source,craigsapp/mozart-piano-sonatas
# license,CC BY-NC-SA 4.0
source_file,section,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
kern/sonata15-1.krn,1,spine_0,1,60,C4,0.0,0.5,0.5,
kern/sonata15-1.krn,1,spine_1,1,72,C5,0.0,2.0,2.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,0.5,0.5,1.0,
kern/sonata15-1.krn,1,spine_0,1,64,E4,1.0,0.5,1.5,
kern/sonata15-1.krn,1,spine_0,1,67,G4,1.5,0.5,2.0,
kern/sonata15-1.krn,1,spine_0,1,60,C4,2.0,0.5,2.5,
kern/sonata15-1.krn,1,spine_1,1,76,E5,2.0,1.0,3.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,2.5,0.5,3.0,
kern/sonata15-1.krn,1,spine_0,1,64,E4,3.0,0.5,3.5,
kern/sonata15-1.krn,1,spine_1,1,79,G5,3.0,1.0,4.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,3.5,0.5,4.0,
kern/sonata15-1.krn,1,spine_0,1,62,D4,4.0,0.5,4.5,
kern/sonata15-1.krn,1,spine_1,1,71,B4,4.0,1.5,5.5,
kern/sonata15-1.krn,1,spine_0,1,67,G4,4.5,0.5,5.0,
kern/sonata15-1.krn,1,spine_0,1,65,F4,5.0,0.5,5.5,
kern/sonata15-1.krn,1,spine_0,1,67,G4,5.5,0.5,6.0,
kern/sonata15-1.krn,1,spine_1,1,72,C5,5.5,0.25,5.75,
kern/sonata15-1.krn,1,spine_1,1,74,D5,5.75,0.25,6.0,
kern/sonata15-1.krn,1,spine_0,1,60,C4,6.0,0.5,6.5,
kern/sonata15-1.krn,1,spine_1,1,72,C5,6.0,1.0,7.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,6.5,0.5,7.0,
kern/sonata15-1.krn,1,spine_0,1,64,E4,7.0,0.5,7.5,
kern/sonata15-1.krn,1,spine_0,1,67,G4,7.5,0.5,8.0,
kern/sonata15-1.krn,1,spine_0,1,60,C4,8.0,0.5,8.5,
kern/sonata15-1.krn,1,spine_1,1,81,A5,8.0,2.0,10.0,
kern/sonata15-1.krn,1,spine_0,1,69,A4,8.5,0.5,9.0,
kern/sonata15-1.krn,1,spine_0,1,65,F4,9.0,0.5,9.5,
kern/sonata15-1.krn,1,spine_0,1,69,A4,9.5,0.5,10.0,
kern/sonata15-1.krn,1,spine_0,1,60,C4,10.0,0.5,10.5,
kern/sonata15-1.krn,1,spine_1,1,79,G5,10.0,1.0,11.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,10.5,0.5,11.0,
kern/sonata15-1.krn,1,spine_0,1,64,E4,11.0,0.5,11.5,
kern/sonata15-1.krn,1,spine_1,1,84,C6,11.0,1.0,12.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,11.5,0.5,12.0,
kern/sonata15-1.krn,1,spine_0,1,59,B3,12.0,0.5,12.5,
kern/sonata15-1.krn,1,spine_1,1,79,G5,12.0,1.0,13.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,12.5,0.5,13.0,
kern/sonata15-1.krn,1,spine_0,1,62,D4,13.0,0.5,13.5,
kern/sonata15-1.krn,1,spine_1,1,77,F5,13.0,0.5,13.5,
kern/sonata15-1.krn,1,spine_0,1,67,G4,13.5,0.5,14.0,
kern/sonata15-1.krn,1,spine_1,1,76,E5,13.5,0.25,13.75,
kern/sonata15-1.krn,1,spine_1,1,77,F5,13.75,0.25,14.0,
kern/sonata15-1.krn,1,spine_0,1,60,C4,14.0,0.5,14.5,
kern/sonata15-1.krn,1,spine_1,1,76,E5,14.0,1.0,15.0,
kern/sonata15-1.krn,1,spine_0,1,67,G4,14.5,0.5,15.0,
kern/sonata15-1.krn,1,spine_0,1,64,E4,15.0,0.5,15.5,
kern/sonata15-1.krn,1,spine_0,1,67,G4,15.5,0.5,16.0,
kern/sonata15-1.krn,1,spine_0,1,65,F4,16.0,1.0,17.0,
kern/sonata15-1.krn,1,spine_1,1,69,A4,16.0,0.5,16.5,
kern/sonata15-1.krn,1,spine_1,1,71,B4,16.5,0.25,16.75,
kern/sonata15-1.krn,1,spine_1,1,72,C5,16.75,0.25,17.0,
kern/sonata15-1.krn,1,spine_1,1,74,D5,17.0,0.25,17.25,
kern/sonata15-1.krn,1,spine_1,1,76,E5,17.25,0.25,17.5,
kern/sonata15-1.krn,1,spine_1,1,77,F5,17.5,0.25,17.75,
kern/sonata15-1.krn,1,spine_1,1,79,G5,17.75,0.25,18.0,
kern/sonata15-1.krn,1,spine_1,1,81,A5,18.0,0.25,18.25,
kern/sonata15-1.krn,1,spine_1,1,79,G5,18.25,0.25,18.5,
kern/sonata15-1.krn,1,spine_1,1,77,F5,18.5,0.25,18.75,
kern/sonata15-1.krn,1,spine_1,1,76,E5,18.75,0.25,19.0,
kern/sonata15-1.krn,1,spine_0,1,53,F3,19.0,1.0,20.0,
kern/sonata15-1.krn,1,spine_0,2,60,C4,19.0,1.0,20.0,
kern/sonata15-1.krn,1,spine_1,1,74,D5,19.0,0.25,19.25,
kern/sonata15-1.krn,1,spine_1,1,72,C5,19.25,0.25,19.5,
kern/sonata15-1.krn,1,spine_1,1,71,B4,19.5,0.25,19.75,
kern/sonata15-1.krn,1,spine_1,1,69,A4,19.75,0.25,20.0,
kern/sonata15-1.krn,1,spine_0,1,52,E3,20.0,1.0,21.0,
kern/sonata15-1.krn,1,spine_0,2,60,C4,20.0,1.0,21.0,
kern/sonata15-1.krn,1,spine_1,1,67,G4,20.0,0.5,20.5,
kern/sonata15-1.krn,1,spine_1,1,69,A4,20.5,0.25,20.75,
kern/sonata15-1.krn,1,spine_1,1,71,B4,20.75,0.25,21.0,
kern/sonata15-1.krn,1,spine_1,1,72,C5,21.0,0.25,21.25,
kern/sonata15-1.krn,1,spine_1,1,74,D5,21.25,0.25,21.5,
kern/sonata15-1.krn,1,spine_1,1,76,E5,21.5,0.25,21.75,
kern/sonata15-1.krn,1,spine_1,1,77,F5,21.75,0.25,22.0,
kern/sonata15-1.krn,1,spine_1,1,79,G5,22.0,0.25,22.25,
kern/sonata15-1.krn,1,spine_1,1,77,F5,22.25,0.25,22.5,
kern/sonata15-1.krn,1,spine_1,1,76,E5,22.5,0.25,22.75,
kern/sonata15-1.krn,1,spine_1,1,74,D5,22.75,0.25,23.0,
kern/sonata15-1.krn,1,spine_0,1,52,E3,23.0,1.0,24.0,
kern/sonata15-1.krn,1,spine_0,2,60,C4,23.0,1.0,24.0,
kern/sonata15-1.krn,1,spine_1,1,72,C5,23.0,0.25,23.25,
kern/sonata15-1.krn,1,spine_1,1,71,B4,23.25,0.25,23.5,
kern/sonata15-1.krn,1,spine_1,1,69,A4,23.5,0.25,23.75,
kern/sonata15-1.krn,1,spine_1,1,67,G4,23.75,0.25,24.0,
kern/sonata15-1.krn,1,spine_0,1,50,D3,24.0,1.0,25.0,
kern/sonata15-1.krn,1,spine_0,2,60,C4,24.0,1.0,25.0,
kern/sonata15-1.krn,1,spine_1,1,65,F4,24.0,0.5,24.5,
kern/sonata15-1.krn,1,spine_1,1,67,G4,24.5,0.25,24.75,
kern/sonata15-1.krn,1,spine_1,1,69,A4,24.75,0.25,25.0,
kern/sonata15-1.krn,1,spine_1,1,71,B4,25.0,0.25,25.25,
kern/sonata15-1.krn,1,spine_1,1,72,C5,25.25,0.25,25.5,
kern/sonata15-1.krn,1,spine_1,1,74,D5,25.5,0.25,25.75,
kern/sonata15-1.krn,1,spine_1,1,76,E5,25.75,0.25,26.0,
kern/sonata15-1.krn,1,spine_1,1,77,F5,26.0,0.25,26.25,
kern/sonata15-1.krn,1,spine_1,1,76,E5,26.25,0.25,26.5,
kern/sonata15-1.krn,1,spine_1,1,74,D5,26.5,0.25,26.75,
kern/sonata15-1.krn,1,spine_1,1,72,C5,26.75,0.25,27.0,
kern/sonata15-1.krn,1,spine_0,1,50,D3,27.0,1.0,28.0,
kern/sonata15-1.krn,1,spine_0,2,59,B3,27.0,1.0,28.0,
kern/sonata15-1.krn,1,spine_1,1,71,B4,27.0,0.25,27.25,
kern/sonata15-1.krn,1,spine_1,1,69,A4,27.25,0.25,27.5,
kern/sonata15-1.krn,1,spine_1,1,67,G4,27.5,0.25,27.75,
kern/sonata15-1.krn,1,spine_1,1,65,F4,27.75,0.25,28.0,
kern/sonata15-1.krn,1,spine_0,1,48,C3,28.0,1.0,29.0,
kern/sonata15-1.krn,1,spine_0,2,60,C4,28.0,1.0,29.0,
kern/sonata15-1.krn,1,spine_1,1,64,E4,28.0,0.5,28.5,
kern/sonata15-1.krn,1,spine_1,1,65,F4,28.5,0.25,28.75,
kern/sonata15-1.krn,1,spine_1,1,67,G4,28.75,0.25,29.0,
kern/sonata15-1.krn,1,spine_1,1,69,A4,29.0,0.25,29.25,
kern/sonata15-1.krn,1,spine_1,1,71,B4,29.25,0.25,29.5,
kern/sonata15-1.krn,1,spine_1,1,72,C5,29.5,0.25,29.75,
kern/sonata15-1.krn,1,spine_1,1,74,D5,29.75,0.25,30.0,
kern/sonata15-1.krn,1,spine_1,1,76,E5,30.0,0.25,30.25,
kern/sonata15-1.krn,1,spine_1,1,74,D5,30.25,0.25,30.5,
kern/sonata15-1.krn,1,spine_1,1,72,C5,30.5,0.25,30.75,
kern/sonata15-1.krn,1,spine_1,1,71,B4,30.75,0.25,31.0,
kern/sonata15-1.krn,1,spine_0,1,48,C3,31.0,1.0,32.0,
kern/sonata15-1.krn,1,spine_0,2,52,E3,31.0,1.0,32.0,
kern/sonata15-1.krn,1,spine_1,1,69,A4,31.0,0.25,31.25,
kern/sonata15-1.krn,1,spine_1,1,67,G4,31.25,0.25,31.5,
kern/sonata15-1.krn,1,spine_1,1,65,F4,31.5,0.25,31.75,
kern/sonata15-1.krn,1,spine_1,1,64,E4,31.75,0.25,32.0,
kern/sonata15-1.krn,1,spine_0,1,53,F3,32.0,4.0,36.0,
kern/sonata15-1.krn,1,spine_0,2,57,A3,32.0,4.0,36.0,
kern/sonata15-1.krn,1,spine_1,1,62,D4,32.0,0.5,32.5,
kern/sonata15-1.krn,1,spine_1,1,64,E4,32.5,0.25,32.75,
kern/sonata15-1.krn,1,spine_1,1,65,F4,32.75,0.25,33.0,
kern/sonata15-1.krn,1,spine_1,1,67,G4,33.0,0.25,33.25,
kern/sonata15-1.krn,1,spine_1,1,69,A4,33.25,0.25,33.5,
kern/sonata15-1.krn,1,spine_1,1,71,B4,33.5,0.25,33.75,
kern/sonata15-1.krn,1,spine_1,1,73,C#5,33.75,0.25,34.0,
kern/sonata15-1.krn,1,spine_1,1,74,D5,34.0,0.25,34.25,
kern/sonata15-1.krn,1,spine_1,1,69,A4,34.25,0.25,34.5,
kern/sonata15-1.krn,1,spine_1,1,71,B4,34.5,0.25,34.75,
kern/sonata15-1.krn,1,spine_1,1,73,C#5,34.75,0.25,35.0,
kern/sonata15-1.krn,1,spine_1,1,74,D5,35.0,0.25,35.25,
kern/sonata15-1.krn,1,spine_1,1,76,E5,35.25,0.25,35.5,
kern/sonata15-1.krn,1,spine_1,1,77,F5,35.5,0.25,35.75,
kern/sonata15-1.krn,1,spine_1,1,79,G5,35.75,0.25,36.0,
kern/sonata15-1.krn,1,spine_0,1,53,F3,36.0,1.5,37.5,
kern/sonata15-1.krn,1,spine_1,1,81,A5,36.0,0.25,36.25,
kern/sonata15-1.krn,1,spine_1,1,83,B5,36.25,0.25,36.5,
kern/sonata15-1.krn,1,spine_1,1,84,C6,36.5,0.25,36.75,
kern/sonata15-1.krn,1,spine_1,1,83,B5,36.75,0.25,37.0,
kern/sonata15-1.krn,1,spine_1,1,81,A5,37.0,0.25,37.25,
kern/sonata15-1.krn,1,spine_1,1,79,G5,37.25,0.25,37.5,
kern/sonata15-1.krn,1,spine_0,1,55,G3,37.5,0.5,38.0,
kern/sonata15-1.krn,1,spine_1,1,77,F5,37.5,0.25,37.75,
kern/sonata15-1.krn,1,spine_1,1,76,E5,37.75,0.25,38.0,
kern/sonata15-1.krn,1,spine_0,1,57,A3,38.0,1.5,39.5,
kern/sonata15-1.krn,1,spine_1,1,77,F5,38.0,0.25,38.25,
kern/sonata15-1.krn,1,spine_1,1,79,G5,38.25,0.25,38.5,
kern/sonata15-1.krn,1,spine_1,1,81,A5,38.5,0.25,38.75,
kern/sonata15-1.krn,1,spine_1,1,79,G5,38.75,0.25,39.0,
kern/sonata15-1.krn,1,spine_1,1,77,F5,39.0,0.25,39.25,
kern/sonata15-1.krn,1,spine_1,1,76,E5,39.25,0.25,39.5,
kern/sonata15-1.krn,1,spine_0,1,54,F#3,39.5,0.5,40.0,
kern/sonata15-1.krn,1,spine_1,1,74,D5,39.5,0.25,39.75,
kern/sonata15-1.krn,1,spine_1,1,72,C5,39.75,0.25,40.0,
kern/sonata15-1.krn,1,spine_0,1,43,G2,40.0,0.25,40.25,
kern/sonata15-1.krn,1,spine_1,1,71,B4,40.0,0.5,40.5,
kern/sonata15-1.krn,1,spine_0,1,47,B2,40.25,0.25,40.5,
kern/sonata15-1.krn,1,spine_0,1,50,D3,40.5,0.25,40.75,
kern/sonata15-1.krn,1,spine_1,1,79,G5,40.5,0.5,41.0,
kern/sonata15-1.krn,1,spine_0,1,55,G3,40.75,0.25,41.0,
kern/sonata15-1.krn,1,spine_0,1,43,G2,41.0,0.25,41.25,
kern/sonata15-1.krn,1,spine_1,1,76,E5,41.0,0.5,41.5,
kern/sonata15-1.krn,1,spine_0,1,48,C3,41.25,0.25,41.5,
kern/sonata15-1.krn,1,spine_0,1,52,E3,41.5,0.25,41.75,
kern/sonata15-1.krn,1,spine_1,1,72,C5,41.5,0.5,42.0,
kern/sonata15-1.krn,1,spine_0,1,55,G3,41.75,0.25,42.0,
kern/sonata15-1.krn,1,spine_0,1,43,G2,42.0,0.25,42.25,
kern/sonata15-1.krn,1,spine_1,1,74,D5,42.0,0.5,42.5,
kern/sonata15-1.krn,1,spine_0,1,47,B2,42.25,0.25,42.5,
kern/sonata15-1.krn,1,spine_0,1,50,D3,42.5,0.25,42.75,
kern/sonata15-1.krn,1,spine_1,1,79,G5,42.5,0.5,43.0,
