# unit,quarterLength
# source,CPDL
# source_page,https://www.cpdl.org/wiki/index.php/America,_the_Beautiful_(Samuel_A._Ward)
# license,Public Domain
source_file,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
"5_America,_the_Beautiful.mxl",P1-Staff1,2,68,A-4,17.0,1.5,18.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,49,D-3,17.0,1.5,18.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,17.0,1.5,18.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,61,D-4,18.5,0.5,19.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,65,F4,18.5,0.5,19.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,49,D-3,18.5,0.5,19.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,56,A-3,18.5,0.5,19.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,61,D-4,19.0,1.0,20.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,65,F4,19.0,1.0,20.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,49,D-3,19.0,1.0,20.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,56,A-3,19.0,1.0,20.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,20.0,1.0,21.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,68,A-4,20.0,1.0,21.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,44,A-2,20.0,1.0,21.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,20.0,1.0,21.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,63,E-4,21.0,1.5,22.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,68,A-4,21.0,1.5,22.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,21.0,1.5,22.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,21.0,1.5,22.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,63,E-4,22.5,0.5,23.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,63,E-4,22.5,0.5,23.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,22.5,0.5,23.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,22.5,0.5,23.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,63,E-4,23.0,1.0,24.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,63,E-4,23.0,1.0,24.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,23.0,1.0,24.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,23.0,1.0,24.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,24.0,1.0,25.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,75,E-5,24.0,1.0,25.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,24.0,1.0,25.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,24.0,1.0,25.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,25.0,1.0,26.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,74,D5,25.0,1.0,26.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,25.0,1.0,26.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,25.0,1.0,26.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,26.0,1.0,27.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,75,E-5,26.0,1.0,27.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,26.0,1.0,27.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,26.0,1.0,27.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,67,G4,27.0,1.0,28.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,77,F5,27.0,1.0,28.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,27.0,1.0,28.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,27.0,1.0,28.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,67,G4,28.0,1.0,29.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,70,B-4,28.0,1.0,29.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,28.0,1.0,29.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,28.0,1.0,29.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,29.0,1.0,30.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,75,E-5,29.0,3.0,32.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,29.0,1.0,30.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,29.0,1.0,30.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,67,G4,30.0,1.0,31.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,58,B-3,30.0,1.0,31.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,30.0,1.0,31.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,31.0,1.0,32.0,
