# unit,quarterLength
# source,craigsapp/mozart-piano-sonatas
# license,CC BY-NC-SA 4.0
source_file,section,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
kern/sonata11-1a.krn,1,spine_0,1,57,A3,0.0,0.75,0.75,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,0.0,1.0,1.0,
kern/sonata11-1a.krn,1,spine_1,1,73,C#5,0.0,0.75,0.75,
kern/sonata11-1a.krn,1,spine_0,1,59,B3,0.75,0.25,1.0,
kern/sonata11-1a.krn,1,spine_1,1,74,D5,0.75,0.25,1.0,
kern/sonata11-1a.krn,1,spine_0,1,57,A3,1.0,0.5,1.5,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,1.0,0.5,1.5,
kern/sonata11-1a.krn,1,spine_1,1,73,C#5,1.0,0.5,1.5,
kern/sonata11-1a.krn,1,spine_0,1,61,C#4,1.5,1.0,2.5,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,1.5,1.0,2.5,
kern/sonata11-1a.krn,1,spine_1,1,76,E5,1.5,1.0,2.5,
kern/sonata11-1a.krn,1,spine_0,1,61,C#4,2.5,0.5,3.0,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,2.5,0.5,3.0,
kern/sonata11-1a.krn,1,spine_1,1,76,E5,2.5,0.5,3.0,
kern/sonata11-1a.krn,1,spine_0,1,56,G#3,3.0,0.75,3.75,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,3.0,1.0,4.0,
kern/sonata11-1a.krn,1,spine_1,1,71,B4,3.0,0.75,3.75,
kern/sonata11-1a.krn,1,spine_0,1,57,A3,3.75,0.25,4.0,
kern/sonata11-1a.krn,1,spine_1,1,73,C#5,3.75,0.25,4.0,
kern/sonata11-1a.krn,1,spine_0,1,56,G#3,4.0,0.5,4.5,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,4.0,0.5,4.5,
kern/sonata11-1a.krn,1,spine_1,1,71,B4,4.0,0.5,4.5,
kern/sonata11-1a.krn,1,spine_0,1,59,B3,4.5,1.0,5.5,
kern/sonata11-1a.krn,1,spine_0,1,64,E4,4.5,1.0,5.5,
kern/sonata11-1a.krn,1,spine_1,1,74,D5,4.5,1.0,5.5,
